case_folding,cleaned,normalization,tokenize,remove_stopwords,lemmatization,text_string_lemma
"it's beautiful package, bintang 5 buat safety nya✨🙏",it beautiful package bintang buat safety nya,itu beautiful package bintang buat safety nya,"['itu', 'beautiful', 'package', 'bintang', 'buat', 'safety', 'nya']","['beautiful', 'package', 'bintang', 'safety']","['beautiful', 'package', 'bintang', 'safety']",beautiful package bintang safety
tipe kulitku kering,tipe kulitku kering,tipe kulitku kering,"['tipe', 'kulitku', 'kering']","['tipe', 'kulitku', 'kering']","['tipe', 'kulit', 'kering']",tipe kulit kering
"pengiriman agak lama karena beda provinsi, tapi gapapa. packingnya aman banget, semoga cocok dan bisa memperbaiki kulit aku tipe kulitku berminyak",pengiriman agak lama karena beda provinsi tapi gapapa packingnya aman banget semoga cocok dan bisa memperbaiki kulit aku tipe kulitku berminyak,pengiriman agak lama karena beda provinsi tapi gapapa packingnya aman banget semoga cocok dan bisa memperbaiki kulit aku tipe kulitku berminyak,"['pengiriman', 'agak', 'lama', 'karena', 'beda', 'provinsi', 'tapi', 'gapapa', 'packingnya', 'aman', 'banget', 'semoga', 'cocok', 'dan', 'bisa', 'memperbaiki', 'kulit', 'aku', 'tipe', 'kulitku', 'berminyak']","['pengiriman', 'beda', 'provinsi', 'gapapa', 'packingnya', 'aman', 'banget', 'semoga', 'cocok', 'memperbaiki', 'kulit', 'tipe', 'kulitku', 'berminyak']","['kirim', 'beda', 'provinsi', 'gapapa', 'packingnya', 'aman', 'banget', 'moga', 'cocok', 'baik', 'kulit', 'tipe', 'kulit', 'minyak']",kirim beda provinsi gapapa packingnya aman banget moga cocok baik kulit tipe kulit minyak
top..,top,top,['top'],['top'],['top'],top
tipe kulitku berminyak tipe kulitku kering tipe kulitku normal tipe kulitku kombinasi masalah kulitku kerutan masalah kulitku jerawat masalah kulitku pori besar tipe kulitku sensitif,tipe kulitku berminyak tipe kulitku kering tipe kulitku normal tipe kulitku kombinasi masalah kulitku kerutan masalah kulitku jerawat masalah kulitku pori besar tipe kulitku sensitif,tipe kulitku berminyak tipe kulitku kering tipe kulitku normal tipe kulitku kombinasi masalah kulitku kerutan masalah kulitku jerawat masalah kulitku pori besar tipe kulitku sensitif,"['tipe', 'kulitku', 'berminyak', 'tipe', 'kulitku', 'kering', 'tipe', 'kulitku', 'normal', 'tipe', 'kulitku', 'kombinasi', 'masalah', 'kulitku', 'kerutan', 'masalah', 'kulitku', 'jerawat', 'masalah', 'kulitku', 'pori', 'besar', 'tipe', 'kulitku', 'sensitif']","['tipe', 'kulitku', 'berminyak', 'tipe', 'kulitku', 'kering', 'tipe', 'kulitku', 'normal', 'tipe', 'kulitku', 'kombinasi', 'kulitku', 'kerutan', 'kulitku', 'jerawat', 'kulitku', 'pori', 'tipe', 'kulitku', 'sensitif']","['tipe', 'kulit', 'minyak', 'tipe', 'kulit', 'kering', 'tipe', 'kulit', 'normal', 'tipe', 'kulit', 'kombinasi', 'kulit', 'kerut', 'kulit', 'jerawat', 'kulit', 'pori', 'tipe', 'kulit', 'sensitif']",tipe kulit minyak tipe kulit kering tipe kulit normal tipe kulit kombinasi kulit kerut kulit jerawat kulit pori tipe kulit sensitif
exp 0525,exp,exp,['exp'],['exp'],['exp'],exp
no review found,no review found,no review found,"['no', 'review', 'found']","['review', 'found']","['review', 'found']",review found
pertama banget dulu sih beli bagus bgt ya di muka waktu itu kemasan masih biru. mungkin sktr 4 tahun yang lalu masih belum viral perskincare an . semenjak hamil ud stop pake produk bayi aja. ini mau coba lagi karena kangen sensasinya waktu make dulu.  emang feelnya beda.. tp smga ngaruh di jerawat yg suka muncul tiba tiba,pertama banget dulu sih beli bagus bgt ya di muka waktu itu kemasan masih biru mungkin sktr tahun yang lalu masih belum viral perskincare an semenjak hamil ud stop pake produk bayi aja ini mau coba lagi karena kangen sensasinya waktu make dulu emang feelnya beda tp smga ngaruh di jerawat yg suka muncul tiba tiba,pertama banget dulu sih beli bagus banget ya di muka waktu itu kemasan masih biru mungkin sekitar tahun yang lalu masih belum viral perskincare an semenjak hamil sudah stop pakai produk bayi saja ini mau coba lagi karena kangen sensasinya waktu memakai dulu memang feelnya beda tapi semoga ngaruh di jerawat yang suka muncul tiba tiba,"['pertama', 'banget', 'dulu', 'sih', 'beli', 'bagus', 'banget', 'ya', 'di', 'muka', 'waktu', 'itu', 'kemasan', 'masih', 'biru', 'mungkin', 'sekitar', 'tahun', 'yang', 'lalu', 'masih', 'belum', 'viral', 'perskincare', 'an', 'semenjak', 'hamil', 'sudah', 'stop', 'pakai', 'produk', 'bayi', 'saja', 'ini', 'mau', 'coba', 'lagi', 'karena', 'kangen', 'sensasinya', 'waktu', 'memakai', 'dulu', 'memang', 'feelnya', 'beda', 'tapi', 'semoga', 'ngaruh', 'di', 'jerawat', 'yang', 'suka', 'muncul', 'tiba', 'tiba']","['banget', 'beli', 'bagus', 'banget', 'muka', 'kemasan', 'biru', 'viral', 'perskincare', 'semenjak', 'hamil', 'stop', 'pakai', 'produk', 'bayi', 'coba', 'kangen', 'sensasinya', 'memakai', 'feelnya', 'beda', 'semoga', 'ngaruh', 'jerawat', 'suka']","['banget', 'beli', 'bagus', 'banget', 'muka', 'kemas', 'biru', 'viral', 'perskincare', 'semenjak', 'hamil', 'stop', 'pakai', 'produk', 'bayi', 'coba', 'kangen', 'sensasi', 'pakai', 'feelnya', 'beda', 'moga', 'ngaruh', 'jerawat', 'suka']",banget beli bagus banget muka kemas biru viral perskincare semenjak hamil stop pakai produk bayi coba kangen sensasi pakai feelnya beda moga ngaruh jerawat suka
tipe kulitku berminyak,tipe kulitku berminyak,tipe kulitku berminyak,"['tipe', 'kulitku', 'berminyak']","['tipe', 'kulitku', 'berminyak']","['tipe', 'kulit', 'minyak']",tipe kulit minyak
tipe kulitku berminyak masalah kulitku pori besar,tipe kulitku berminyak masalah kulitku pori besar,tipe kulitku berminyak masalah kulitku pori besar,"['tipe', 'kulitku', 'berminyak', 'masalah', 'kulitku', 'pori', 'besar']","['tipe', 'kulitku', 'berminyak', 'kulitku', 'pori']","['tipe', 'kulit', 'minyak', 'kulit', 'pori']",tipe kulit minyak kulit pori
tipe kulitku berminyak tipe kulitku normal tipe kulitku kering tipe kulitku kombinasi masalah kulitku jerawat masalah kulitku kerutan masalah kulitku pori besar tipe kulitku sensitif,tipe kulitku berminyak tipe kulitku normal tipe kulitku kering tipe kulitku kombinasi masalah kulitku jerawat masalah kulitku kerutan masalah kulitku pori besar tipe kulitku sensitif,tipe kulitku berminyak tipe kulitku normal tipe kulitku kering tipe kulitku kombinasi masalah kulitku jerawat masalah kulitku kerutan masalah kulitku pori besar tipe kulitku sensitif,"['tipe', 'kulitku', 'berminyak', 'tipe', 'kulitku', 'normal', 'tipe', 'kulitku', 'kering', 'tipe', 'kulitku', 'kombinasi', 'masalah', 'kulitku', 'jerawat', 'masalah', 'kulitku', 'kerutan', 'masalah', 'kulitku', 'pori', 'besar', 'tipe', 'kulitku', 'sensitif']","['tipe', 'kulitku', 'berminyak', 'tipe', 'kulitku', 'normal', 'tipe', 'kulitku', 'kering', 'tipe', 'kulitku', 'kombinasi', 'kulitku', 'jerawat', 'kulitku', 'kerutan', 'kulitku', 'pori', 'tipe', 'kulitku', 'sensitif']","['tipe', 'kulit', 'minyak', 'tipe', 'kulit', 'normal', 'tipe', 'kulit', 'kering', 'tipe', 'kulit', 'kombinasi', 'kulit', 'jerawat', 'kulit', 'kerut', 'kulit', 'pori', 'tipe', 'kulit', 'sensitif']",tipe kulit minyak tipe kulit normal tipe kulit kering tipe kulit kombinasi kulit jerawat kulit kerut kulit pori tipe kulit sensitif
barang sesuai pesanan,barang sesuai pesanan,barang sesuai pesanan,"['barang', 'sesuai', 'pesanan']",['pesanan'],['pesan'],pesan
"pengiriman oke, saran untuk facial wash nya mungkin perlu ditambahkan fragrance biar baunya lebih enak soalnya baunya kurang begitu nyama digunakan",pengiriman oke saran untuk facial wash nya mungkin perlu ditambahkan fragrance biar baunya lebih enak soalnya baunya kurang begitu nyama digunakan,pengiriman oke saran untuk facial wash nya mungkin perlu ditambahkan fragrance biar baunya lebih enak soalnya baunya kurang begitu nyaman digunakan,"['pengiriman', 'oke', 'saran', 'untuk', 'facial', 'wash', 'nya', 'mungkin', 'perlu', 'ditambahkan', 'fragrance', 'biar', 'baunya', 'lebih', 'enak', 'soalnya', 'baunya', 'kurang', 'begitu', 'nyaman', 'digunakan']","['pengiriman', 'oke', 'saran', 'facial', 'wash', 'fragrance', 'baunya', 'baunya', 'nyaman']","['kirim', 'oke', 'saran', 'facial', 'wash', 'fragrance', 'bau', 'bau', 'nyaman']",kirim oke saran facial wash fragrance bau bau nyaman
"moga cocok, soalnya dulu cocok bgt pake ini 😍",moga cocok soalnya dulu cocok bgt pake ini,moga cocok soalnya dulu cocok banget pakai ini,"['moga', 'cocok', 'soalnya', 'dulu', 'cocok', 'banget', 'pakai', 'ini']","['cocok', 'cocok', 'banget', 'pakai']","['cocok', 'cocok', 'banget', 'pakai']",cocok cocok banget pakai
pengiriman cepat mantabbb,pengiriman cepat mantabbb,pengiriman cepat mantap,"['pengiriman', 'cepat', 'mantap']","['pengiriman', 'cepat', 'mantap']","['kirim', 'cepat', 'mantap']",kirim cepat mantap
alhamdulillah udh smp barangnya dan pengemasan barangnya juga ok.. thank you kurir sicepat & team avoskin,alhamdulillah udh smp barangnya dan pengemasan barangnya juga ok thank you kurir sicepat team avoskin,alhamdulillah sudah sampai barangnya dan pengemasan barangnya juga ok thank you kurir sicepat team avoskin,"['alhamdulillah', 'sudah', 'sampai', 'barangnya', 'dan', 'pengemasan', 'barangnya', 'juga', 'ok', 'thank', 'you', 'kurir', 'sicepat', 'team', 'avoskin']","['barangnya', 'pengemasan', 'barangnya', 'thank', 'kurir', 'sicepat', 'team', 'avoskin']","['barang', 'emas', 'barang', 'thank', 'kurir', 'sicepat', 'team', 'avoskin']",barang emas barang thank kurir sicepat team avoskin
bahannya gampang menyerap,bahannya gampang menyerap,bahannya gampang menyerap,"['bahannya', 'gampang', 'menyerap']","['bahannya', 'gampang', 'menyerap']","['bahan', 'gampang', 'serap']",bahan gampang serap
bagussss,bagussss,bagus,['bagus'],['bagus'],['bagus'],bagus
baguusssssss,baguusssssss,bagus,['bagus'],['bagus'],['bagus'],bagus
okelahhhhhhhh,okelahhhhhhhh,oke,['oke'],['oke'],['oke'],oke
dapat gratis mini pouch.. makasih... semoga cocok,dapat gratis mini pouch makasih semoga cocok,dapat gratis mini pouch terima kasih semoga cocok,"['dapat', 'gratis', 'mini', 'pouch', 'terima', 'kasih', 'semoga', 'cocok']","['gratis', 'mini', 'pouch', 'terima', 'kasih', 'semoga', 'cocok']","['gratis', 'mini', 'pouch', 'terima', 'kasih', 'moga', 'cocok']",gratis mini pouch terima kasih moga cocok
alhamdulillah barangnya udah sampai. semoga ccok dan selau dpt harga diskon yess,alhamdulillah barangnya udah sampai semoga ccok dan selau dpt harga diskon yess,alhamdulillah barangnya sudah sampai semoga cocok dan selau dapat harga diskon yes,"['alhamdulillah', 'barangnya', 'sudah', 'sampai', 'semoga', 'cocok', 'dan', 'selau', 'dapat', 'harga', 'diskon', 'yes']","['barangnya', 'semoga', 'cocok', 'selau', 'harga', 'diskon']","['barang', 'moga', 'cocok', 'selau', 'harga', 'diskon']",barang moga cocok selau harga diskon
cocok sama produknya,cocok sama produknya,cocok sama produknya,"['cocok', 'sama', 'produknya']","['cocok', 'produknya']","['cocok', 'produk']",cocok produk
sudah berkali-kali beli di toko official ini dan setiap kali pembelian selalu amanah. thx,sudah berkali kali beli di toko official ini dan setiap kali pembelian selalu amanah thx,sudah berkali kali beli di toko official ini dan setiap kali pembelian selalu amanah thanks,"['sudah', 'berkali', 'kali', 'beli', 'di', 'toko', 'official', 'ini', 'dan', 'setiap', 'kali', 'pembelian', 'selalu', 'amanah', 'thanks']","['berkali', 'beli', 'toko', 'official', 'pembelian', 'amanah', 'thanks']","['kali', 'beli', 'toko', 'official', 'beli', 'amanah', 'thanks']",kali beli toko official beli amanah thanks
barang nya oke,barang nya oke,barang nya oke,"['barang', 'nya', 'oke']",['oke'],['oke'],oke
tipe kulitku berminyak tipe kulitku sensitif masalah kulitku pori besar,tipe kulitku berminyak tipe kulitku sensitif masalah kulitku pori besar,tipe kulitku berminyak tipe kulitku sensitif masalah kulitku pori besar,"['tipe', 'kulitku', 'berminyak', 'tipe', 'kulitku', 'sensitif', 'masalah', 'kulitku', 'pori', 'besar']","['tipe', 'kulitku', 'berminyak', 'tipe', 'kulitku', 'sensitif', 'kulitku', 'pori']","['tipe', 'kulit', 'minyak', 'tipe', 'kulit', 'sensitif', 'kulit', 'pori']",tipe kulit minyak tipe kulit sensitif kulit pori
tipe kulitku berminyak tipe kulitku sensitif,tipe kulitku berminyak tipe kulitku sensitif,tipe kulitku berminyak tipe kulitku sensitif,"['tipe', 'kulitku', 'berminyak', 'tipe', 'kulitku', 'sensitif']","['tipe', 'kulitku', 'berminyak', 'tipe', 'kulitku', 'sensitif']","['tipe', 'kulit', 'minyak', 'tipe', 'kulit', 'sensitif']",tipe kulit minyak tipe kulit sensitif
so far so good for daily use,so far so good for daily use,so far so good for daily use,"['so', 'far', 'so', 'good', 'for', 'daily', 'use']","['far', 'daily', 'use']","['far', 'daily', 'use']",far daily use
"tipe kulitku kombinasi, aku baru pake 1x dan belum keliatan hasilnya. tapi semoga cocok ya",tipe kulitku kombinasi aku baru pake dan belum keliatan hasilnya tapi semoga cocok ya,tipe kulitku kombinasi aku baru pakai dan belum kelihatan hasilnya tapi semoga cocok ya,"['tipe', 'kulitku', 'kombinasi', 'aku', 'baru', 'pakai', 'dan', 'belum', 'kelihatan', 'hasilnya', 'tapi', 'semoga', 'cocok', 'ya']","['tipe', 'kulitku', 'kombinasi', 'pakai', 'hasilnya', 'semoga', 'cocok']","['tipe', 'kulit', 'kombinasi', 'pakai', 'hasil', 'moga', 'cocok']",tipe kulit kombinasi pakai hasil moga cocok
tipe kulitku kombinasi masalah kulitku jerawat masalah kulitku pori besar,tipe kulitku kombinasi masalah kulitku jerawat masalah kulitku pori besar,tipe kulitku kombinasi masalah kulitku jerawat masalah kulitku pori besar,"['tipe', 'kulitku', 'kombinasi', 'masalah', 'kulitku', 'jerawat', 'masalah', 'kulitku', 'pori', 'besar']","['tipe', 'kulitku', 'kombinasi', 'kulitku', 'jerawat', 'kulitku', 'pori']","['tipe', 'kulit', 'kombinasi', 'kulit', 'jerawat', 'kulit', 'pori']",tipe kulit kombinasi kulit jerawat kulit pori
"belum dicoba, semoga cocok di kulit",belum dicoba semoga cocok di kulit,belum dicoba semoga cocok di kulit,"['belum', 'dicoba', 'semoga', 'cocok', 'di', 'kulit']","['dicoba', 'semoga', 'cocok', 'kulit']","['coba', 'moga', 'cocok', 'kulit']",coba moga cocok kulit
"jd kemarin nyobain yg kecil rupanya cocok, teksturnya ringan mudah di blend tdk whitecast & ga oily setelah di apply lama. bagus bgt, semoga sering diskon hehe🫶🏻",jd kemarin nyobain yg kecil rupanya cocok teksturnya ringan mudah di blend tdk whitecast ga oily setelah di apply lama bagus bgt semoga sering diskon,jadi kemarin mencoba yang kecil rupanya cocok teksturnya ringan mudah di blend tidak whitecast enggak oily setelah di apply lama bagus banget semoga sering diskon,"['jadi', 'kemarin', 'mencoba', 'yang', 'kecil', 'rupanya', 'cocok', 'teksturnya', 'ringan', 'mudah', 'di', 'blend', 'tidak', 'whitecast', 'enggak', 'oily', 'setelah', 'di', 'apply', 'lama', 'bagus', 'banget', 'semoga', 'sering', 'diskon']","['kemarin', 'mencoba', 'cocok', 'teksturnya', 'ringan', 'mudah', 'blend', 'whitecast', 'oily', 'apply', 'bagus', 'banget', 'semoga', 'diskon']","['kemarin', 'coba', 'cocok', 'tekstur', 'ringan', 'mudah', 'blend', 'whitecast', 'oily', 'apply', 'bagus', 'banget', 'moga', 'diskon']",kemarin coba cocok tekstur ringan mudah blend whitecast oily apply bagus banget moga diskon
semoga manjur buat exfoliasi wajahku,semoga manjur buat exfoliasi wajahku,semoga manjur buat exfoliasi wajahku,"['semoga', 'manjur', 'buat', 'exfoliasi', 'wajahku']","['semoga', 'manjur', 'exfoliasi', 'wajahku']","['moga', 'manjur', 'exfoliasi', 'wajah']",moga manjur exfoliasi wajah
"doesn't smell as nice as other brands, very chemical.",doesn smell as nice as other brands very chemical,doesn smell as nice as other brands very chemical,"['doesn', 'smell', 'as', 'nice', 'as', 'other', 'brands', 'very', 'chemical']","['doesn', 'smell', 'nice', 'other', 'brands', 'very', 'chemical']","['doesn', 'smell', 'nice', 'other', 'brands', 'very', 'chemical']",doesn smell nice other brands very chemical
tipe kulitku normal,tipe kulitku normal,tipe kulitku normal,"['tipe', 'kulitku', 'normal']","['tipe', 'kulitku', 'normal']","['tipe', 'kulit', 'normal']",tipe kulit normal
akhirnya nemu serum yg cocok 😍,akhirnya nemu serum yg cocok,akhirnya nemu serum yang cocok,"['akhirnya', 'nemu', 'serum', 'yang', 'cocok']","['nemu', 'serum', 'cocok']","['nemu', 'serum', 'cocok']",nemu serum cocok
"tipe kulitku kering, ternyata besar juga thx seller dan tokped",tipe kulitku kering ternyata besar juga thx seller dan tokped,tipe kulitku kering ternyata besar juga thanks seller dan tokped,"['tipe', 'kulitku', 'kering', 'ternyata', 'besar', 'juga', 'thanks', 'seller', 'dan', 'tokped']","['tipe', 'kulitku', 'kering', 'thanks', 'seller', 'tokped']","['tipe', 'kulit', 'kering', 'thanks', 'seller', 'tokped']",tipe kulit kering thanks seller tokped
"good product, thanks seller",good product thanks seller,good product thanks seller,"['good', 'product', 'thanks', 'seller']","['product', 'thanks', 'seller']","['product', 'thanks', 'seller']",product thanks seller
"terima kasih banyak, barang sudah diterima 😆",terima kasih banyak barang sudah diterima,terima kasih banyak barang sudah diterima,"['terima', 'kasih', 'banyak', 'barang', 'sudah', 'diterima']","['terima', 'kasih', 'diterima']","['terima', 'kasih', 'terima']",terima kasih terima
produk sudah sampai. tidak ada yang bocor. apply di muka berasa lembap 👍👍,produk sudah sampai tidak ada yang bocor apply di muka berasa lembap,produk sudah sampai tidak ada yang bocor apply di muka berasa lembab,"['produk', 'sudah', 'sampai', 'tidak', 'ada', 'yang', 'bocor', 'apply', 'di', 'muka', 'berasa', 'lembab']","['produk', 'bocor', 'apply', 'muka', 'berasa', 'lembab']","['produk', 'bocor', 'apply', 'muka', 'asa', 'lembab']",produk bocor apply muka asa lembab
"keluarin sunscreen spf 30/35 dong avo team, tapi formulasinya persisi kaya tgs ini, pleasee, buat yang  tipe kulitnya mudah jerawat kaya aku ini",keluarin sunscreen spf dong avo team tapi formulasinya persisi kaya tgs ini pleasee buat yang tipe kulitnya mudah jerawat kaya aku ini,keluarkan sunscreen spf dong avo team tapi formulasinya persis kayak tgs ini please buat yang tipe kulitnya mudah jerawat kayak aku ini,"['keluarkan', 'sunscreen', 'spf', 'dong', 'avo', 'team', 'tapi', 'formulasinya', 'persis', 'kayak', 'tgs', 'ini', 'please', 'buat', 'yang', 'tipe', 'kulitnya', 'mudah', 'jerawat', 'kayak', 'aku', 'ini']","['keluarkan', 'sunscreen', 'spf', 'avo', 'team', 'formulasinya', 'persis', 'tgs', 'tipe', 'kulitnya', 'mudah', 'jerawat']","['keluar', 'sunscreen', 'spf', 'avo', 'team', 'formulasi', 'persis', 'tgs', 'tipe', 'kulit', 'mudah', 'jerawat']",keluar sunscreen spf avo team formulasi persis tgs tipe kulit mudah jerawat
"paket rapih , pengiriman cepat, seblmnya pakai varian ybs dan cocok , smoga cocok yg varian ini",paket rapih pengiriman cepat seblmnya pakai varian ybs dan cocok smoga cocok yg varian ini,paket rapi pengiriman cepat seblmnya pakai varian ybs dan cocok semoga cocok yang varian ini,"['paket', 'rapi', 'pengiriman', 'cepat', 'seblmnya', 'pakai', 'varian', 'ybs', 'dan', 'cocok', 'semoga', 'cocok', 'yang', 'varian', 'ini']","['paket', 'rapi', 'pengiriman', 'cepat', 'seblmnya', 'pakai', 'varian', 'ybs', 'cocok', 'semoga', 'cocok', 'varian']","['paket', 'rapi', 'kirim', 'cepat', 'seblmnya', 'pakai', 'varian', 'ybs', 'cocok', 'moga', 'cocok', 'varian']",paket rapi kirim cepat seblmnya pakai varian ybs cocok moga cocok varian
baru nyoba blom tau hasilnya,baru nyoba blom tau hasilnya,baru mencoba belum tau hasilnya,"['baru', 'mencoba', 'belum', 'tau', 'hasilnya']","['mencoba', 'hasilnya']","['coba', 'hasil']",coba hasil
"yeey dah sampai, semoga cocok di kulit aku. biar menetap di produk avoskin😍😍",yeey dah sampai semoga cocok di kulit aku biar menetap di produk avoskin,yeey deh sampai semoga cocok di kulit aku biar menetap di produk avoskin,"['yeey', 'deh', 'sampai', 'semoga', 'cocok', 'di', 'kulit', 'aku', 'biar', 'menetap', 'di', 'produk', 'avoskin']","['yeey', 'semoga', 'cocok', 'kulit', 'menetap', 'produk', 'avoskin']","['yeey', 'moga', 'cocok', 'kulit', 'tetap', 'produk', 'avoskin']",yeey moga cocok kulit tetap produk avoskin
"barang sampe dengan selamat, packaging bagus, sesuai orderan",barang sampe dengan selamat packaging bagus sesuai orderan,barang sampai dengan selamat packaging bagus sesuai orderan,"['barang', 'sampai', 'dengan', 'selamat', 'packaging', 'bagus', 'sesuai', 'orderan']","['selamat', 'packaging', 'bagus', 'orderan']","['selamat', 'packaging', 'bagus', 'order']",selamat packaging bagus order
"barang sudah sampai, belum mencoba yang ini semoga cocok",barang sudah sampai belum mencoba yang ini semoga cocok,barang sudah sampai belum mencoba yang ini semoga cocok,"['barang', 'sudah', 'sampai', 'belum', 'mencoba', 'yang', 'ini', 'semoga', 'cocok']","['mencoba', 'semoga', 'cocok']","['coba', 'moga', 'cocok']",coba moga cocok
always the best sih ini si avoo... thanks avo.. cucok n kece hasilnya..,always the best sih ini si avoo thanks avo cucok kece hasilnya,always the best sih ini sih avoo thanks avo cocok kece hasilnya,"['always', 'the', 'best', 'sih', 'ini', 'sih', 'avoo', 'thanks', 'avo', 'cocok', 'kece', 'hasilnya']","['best', 'avoo', 'thanks', 'avo', 'cocok', 'kece', 'hasilnya']","['best', 'avoo', 'thanks', 'avo', 'cocok', 'kece', 'hasil']",best avoo thanks avo cocok kece hasil
tipe kulitku berminyak tipe kulitku kombinasi tipe kulitku kering tipe kulitku normal tipe kulitku sensitif masalah kulitku jerawat masalah kulitku kerutan masalah kulitku pori besar,tipe kulitku berminyak tipe kulitku kombinasi tipe kulitku kering tipe kulitku normal tipe kulitku sensitif masalah kulitku jerawat masalah kulitku kerutan masalah kulitku pori besar,tipe kulitku berminyak tipe kulitku kombinasi tipe kulitku kering tipe kulitku normal tipe kulitku sensitif masalah kulitku jerawat masalah kulitku kerutan masalah kulitku pori besar,"['tipe', 'kulitku', 'berminyak', 'tipe', 'kulitku', 'kombinasi', 'tipe', 'kulitku', 'kering', 'tipe', 'kulitku', 'normal', 'tipe', 'kulitku', 'sensitif', 'masalah', 'kulitku', 'jerawat', 'masalah', 'kulitku', 'kerutan', 'masalah', 'kulitku', 'pori', 'besar']","['tipe', 'kulitku', 'berminyak', 'tipe', 'kulitku', 'kombinasi', 'tipe', 'kulitku', 'kering', 'tipe', 'kulitku', 'normal', 'tipe', 'kulitku', 'sensitif', 'kulitku', 'jerawat', 'kulitku', 'kerutan', 'kulitku', 'pori']","['tipe', 'kulit', 'minyak', 'tipe', 'kulit', 'kombinasi', 'tipe', 'kulit', 'kering', 'tipe', 'kulit', 'normal', 'tipe', 'kulit', 'sensitif', 'kulit', 'jerawat', 'kulit', 'kerut', 'kulit', 'pori']",tipe kulit minyak tipe kulit kombinasi tipe kulit kering tipe kulit normal tipe kulit sensitif kulit jerawat kulit kerut kulit pori
tipe kulitku kombinasi masalah kulitku kerutan masalah kulitku pori besar,tipe kulitku kombinasi masalah kulitku kerutan masalah kulitku pori besar,tipe kulitku kombinasi masalah kulitku kerutan masalah kulitku pori besar,"['tipe', 'kulitku', 'kombinasi', 'masalah', 'kulitku', 'kerutan', 'masalah', 'kulitku', 'pori', 'besar']","['tipe', 'kulitku', 'kombinasi', 'kulitku', 'kerutan', 'kulitku', 'pori']","['tipe', 'kulit', 'kombinasi', 'kulit', 'kerut', 'kulit', 'pori']",tipe kulit kombinasi kulit kerut kulit pori
pembelian kesekian kalinya 👌🏼👌🏼👌🏼👌🏼👌🏼,pembelian kesekian kalinya,pembelian kesekian kalinya,"['pembelian', 'kesekian', 'kalinya']","['pembelian', 'kesekian', 'kalinya']","['beli', 'sekian', 'kali']",beli sekian kali
"rugi banget! bener2 nyesel beli ini toner!! padahal lg coba berpaling dr merk lain, malah dibikin kecewa sm avoskin. beli 100ml, dikirim cuma 20ml aaaaaa 😭😭 chat minta solusi, malah disuruh tunggu sampe senin! bikin nambah emosiiii 😭😭😭 (review dan rating akan sy ganti kalau senin ada solusi ganti rugi)",rugi banget bener nyesel beli ini toner padahal lg coba berpaling dr merk lain malah dibikin kecewa sm avoskin beli ml dikirim cuma ml aaaaaa chat minta solusi malah disuruh tunggu sampe senin bikin nambah emosiiii review dan rating akan sy ganti kalau senin ada solusi ganti rugi,rugi banget benar menyesal beli ini toner padahal lagi coba berpaling dari merk lain malah dibikin kecewa sama avoskin beli ml dikirim cuma ml aaaaaa chat meminta solusi malah disuruh tunggu sampai senin bikin menambah emosi review dan rating akan saya ganti kalau senin ada solusi ganti rugi,"['rugi', 'banget', 'benar', 'menyesal', 'beli', 'ini', 'toner', 'padahal', 'lagi', 'coba', 'berpaling', 'dari', 'merk', 'lain', 'malah', 'dibikin', 'kecewa', 'sama', 'avoskin', 'beli', 'ml', 'dikirim', 'cuma', 'ml', 'aaaaaa', 'chat', 'meminta', 'solusi', 'malah', 'disuruh', 'tunggu', 'sampai', 'senin', 'bikin', 'menambah', 'emosi', 'review', 'dan', 'rating', 'akan', 'saya', 'ganti', 'kalau', 'senin', 'ada', 'solusi', 'ganti', 'rugi']","['rugi', 'banget', 'menyesal', 'beli', 'toner', 'coba', 'berpaling', 'merk', 'dibikin', 'kecewa', 'avoskin', 'beli', 'ml', 'dikirim', 'ml', 'aaaaaa', 'chat', 'solusi', 'disuruh', 'tunggu', 'menambah', 'emosi', 'review', 'rating', 'ganti', 'solusi', 'ganti', 'rugi']","['rugi', 'banget', 'sesal', 'beli', 'toner', 'coba', 'paling', 'merk', 'bikin', 'kecewa', 'avoskin', 'beli', 'ml', 'kirim', 'ml', 'aaaaaa', 'chat', 'solusi', 'suruh', 'tunggu', 'tambah', 'emosi', 'review', 'rating', 'ganti', 'solusi', 'ganti', 'rugi']",rugi banget sesal beli toner coba paling merk bikin kecewa avoskin beli ml kirim ml aaaaaa chat solusi suruh tunggu tambah emosi review rating ganti solusi ganti rugi
"alhamdulillah seller sangat komunikatif, gercep, saya baru coba produk ini semoga cocok, aamiin",alhamdulillah seller sangat komunikatif gercep saya baru coba produk ini semoga cocok aamiin,alhamdulillah seller sangat komunikatif gercep saya baru coba produk ini semoga cocok amin,"['alhamdulillah', 'seller', 'sangat', 'komunikatif', 'gercep', 'saya', 'baru', 'coba', 'produk', 'ini', 'semoga', 'cocok', 'amin']","['seller', 'komunikatif', 'gercep', 'coba', 'produk', 'semoga', 'cocok', 'amin']","['seller', 'komunikatif', 'gercep', 'coba', 'produk', 'moga', 'cocok', 'amin']",seller komunikatif gercep coba produk moga cocok amin
