case_folding,cleaned,normalization,tokenize,remove_stopwords,lemmatization,text_string_lemma
"paket d packing rapi, sdh sering pakai produk ini. cocok  utk sy, puffiness bawah mata berkurang. tks",paket packing rapi sdh sering pakai produk ini cocok utk sy puffiness bawah mata berkurang tks,paket packing rapi sudah sering pakai produk ini cocok untuk saya puffiness bawah mata berkurang thanks,"['paket', 'packing', 'rapi', 'sudah', 'sering', 'pakai', 'produk', 'ini', 'cocok', 'untuk', 'saya', 'puffiness', 'bawah', 'mata', 'berkurang', 'thanks']","['paket', 'packing', 'rapi', 'pakai', 'produk', 'cocok', 'puffiness', 'berkurang', 'thanks']","['paket', 'packing', 'rapi', 'pakai', 'produk', 'cocok', 'puffiness', 'kurang', 'thanks']",paket packing rapi pakai produk cocok puffiness kurang thanks
"biasanya beli serumnya dan ampuh untuk eksfoliasi, sekarang mau coba tonernya",biasanya beli serumnya dan ampuh untuk eksfoliasi sekarang mau coba tonernya,biasanya beli serumnya dan ampuh untuk eksfoliasi sekarang mau coba tonernya,"['biasanya', 'beli', 'serumnya', 'dan', 'ampuh', 'untuk', 'eksfoliasi', 'sekarang', 'mau', 'coba', 'tonernya']","['beli', 'serumnya', 'ampuh', 'eksfoliasi', 'coba', 'tonernya']","['beli', 'serum', 'ampuh', 'eksfoliasi', 'coba', 'tonernya']",beli serum ampuh eksfoliasi coba tonernya
"baru mau coba mudah²an cocok, packing suka ngt.",baru mau coba mudah an cocok packing suka ngt,baru mau coba mudah an cocok packing suka ngt,"['baru', 'mau', 'coba', 'mudah', 'an', 'cocok', 'packing', 'suka', 'ngt']","['coba', 'mudah', 'cocok', 'packing', 'suka', 'ngt']","['coba', 'mudah', 'cocok', 'packing', 'suka', 'ngt']",coba mudah cocok packing suka ngt
"exp tahun ini, mungkin karna itu diskon.  packingan selalu suka klu beli disini.",exp tahun ini mungkin karna itu diskon packingan selalu suka klu beli disini,exp tahun ini mungkin karena itu diskon packingan selalu suka kalau beli disini,"['exp', 'tahun', 'ini', 'mungkin', 'karena', 'itu', 'diskon', 'packingan', 'selalu', 'suka', 'kalau', 'beli', 'disini']","['exp', 'diskon', 'packingan', 'suka', 'beli']","['exp', 'diskon', 'packingan', 'suka', 'beli']",exp diskon packingan suka beli
tipe kulitku berminyak tipe kulitku sensitif masalah kulitku kerutan masalah kulitku pori besar masalah kulitku jerawat tipe kulitku kombinasi,tipe kulitku berminyak tipe kulitku sensitif masalah kulitku kerutan masalah kulitku pori besar masalah kulitku jerawat tipe kulitku kombinasi,tipe kulitku berminyak tipe kulitku sensitif masalah kulitku kerutan masalah kulitku pori besar masalah kulitku jerawat tipe kulitku kombinasi,"['tipe', 'kulitku', 'berminyak', 'tipe', 'kulitku', 'sensitif', 'masalah', 'kulitku', 'kerutan', 'masalah', 'kulitku', 'pori', 'besar', 'masalah', 'kulitku', 'jerawat', 'tipe', 'kulitku', 'kombinasi']","['tipe', 'kulitku', 'berminyak', 'tipe', 'kulitku', 'sensitif', 'kulitku', 'kerutan', 'kulitku', 'pori', 'kulitku', 'jerawat', 'tipe', 'kulitku', 'kombinasi']","['tipe', 'kulit', 'minyak', 'tipe', 'kulit', 'sensitif', 'kulit', 'kerut', 'kulit', 'pori', 'kulit', 'jerawat', 'tipe', 'kulit', 'kombinasi']",tipe kulit minyak tipe kulit sensitif kulit kerut kulit pori kulit jerawat tipe kulit kombinasi
"masalah kulitku jerawat tipe kulitku sensitif masalah kulitku kerutan tipe kulitku berminyak semoga cocok dengan serum ini, packing rapi,",masalah kulitku jerawat tipe kulitku sensitif masalah kulitku kerutan tipe kulitku berminyak semoga cocok dengan serum ini packing rapi,masalah kulitku jerawat tipe kulitku sensitif masalah kulitku kerutan tipe kulitku berminyak semoga cocok dengan serum ini packing rapi,"['masalah', 'kulitku', 'jerawat', 'tipe', 'kulitku', 'sensitif', 'masalah', 'kulitku', 'kerutan', 'tipe', 'kulitku', 'berminyak', 'semoga', 'cocok', 'dengan', 'serum', 'ini', 'packing', 'rapi']","['kulitku', 'jerawat', 'tipe', 'kulitku', 'sensitif', 'kulitku', 'kerutan', 'tipe', 'kulitku', 'berminyak', 'semoga', 'cocok', 'serum', 'packing', 'rapi']","['kulit', 'jerawat', 'tipe', 'kulit', 'sensitif', 'kulit', 'kerut', 'tipe', 'kulit', 'minyak', 'moga', 'cocok', 'serum', 'packing', 'rapi']",kulit jerawat tipe kulit sensitif kulit kerut tipe kulit minyak moga cocok serum packing rapi
masalah kulitku kerutan tipe kulitku kering,masalah kulitku kerutan tipe kulitku kering,masalah kulitku kerutan tipe kulitku kering,"['masalah', 'kulitku', 'kerutan', 'tipe', 'kulitku', 'kering']","['kulitku', 'kerutan', 'tipe', 'kulitku', 'kering']","['kulit', 'kerut', 'tipe', 'kulit', 'kering']",kulit kerut tipe kulit kering
"pengiriman cepat, barang sesuai gambar",pengiriman cepat barang sesuai gambar,pengiriman cepat barang sesuai gambar,"['pengiriman', 'cepat', 'barang', 'sesuai', 'gambar']","['pengiriman', 'cepat', 'gambar']","['kirim', 'cepat', 'gambar']",kirim cepat gambar
"masyaallah , dapet harga diskon . terimakasih seller",masyaallah dapet harga diskon terimakasih seller,masyaallah dapat harga diskon terima kasih seller,"['masyaallah', 'dapat', 'harga', 'diskon', 'terima', 'kasih', 'seller']","['masyaallah', 'harga', 'diskon', 'terima', 'kasih', 'seller']","['masyaallah', 'harga', 'diskon', 'terima', 'kasih', 'seller']",masyaallah harga diskon terima kasih seller
kulit jadi glowing ✨ suka banget sama maskernya avoskin.,kulit jadi glowing suka banget sama maskernya avoskin,kulit jadi glowing suka banget sama maskernya avoskin,"['kulit', 'jadi', 'glowing', 'suka', 'banget', 'sama', 'maskernya', 'avoskin']","['kulit', 'glowing', 'suka', 'banget', 'maskernya', 'avoskin']","['kulit', 'glowing', 'suka', 'banget', 'masker', 'avoskin']",kulit glowing suka banget masker avoskin
"tipe kulitku normal, semoga cocok baru pertama coba produk ini.",tipe kulitku normal semoga cocok baru pertama coba produk ini,tipe kulitku normal semoga cocok baru pertama coba produk ini,"['tipe', 'kulitku', 'normal', 'semoga', 'cocok', 'baru', 'pertama', 'coba', 'produk', 'ini']","['tipe', 'kulitku', 'normal', 'semoga', 'cocok', 'coba', 'produk']","['tipe', 'kulit', 'normal', 'moga', 'cocok', 'coba', 'produk']",tipe kulit normal moga cocok coba produk
tipe kulitku berminyak masalah kulitku jerawat masalah kulitku pori besar masalah kulitku kerutan,tipe kulitku berminyak masalah kulitku jerawat masalah kulitku pori besar masalah kulitku kerutan,tipe kulitku berminyak masalah kulitku jerawat masalah kulitku pori besar masalah kulitku kerutan,"['tipe', 'kulitku', 'berminyak', 'masalah', 'kulitku', 'jerawat', 'masalah', 'kulitku', 'pori', 'besar', 'masalah', 'kulitku', 'kerutan']","['tipe', 'kulitku', 'berminyak', 'kulitku', 'jerawat', 'kulitku', 'pori', 'kulitku', 'kerutan']","['tipe', 'kulit', 'minyak', 'kulit', 'jerawat', 'kulit', 'pori', 'kulit', 'kerut']",tipe kulit minyak kulit jerawat kulit pori kulit kerut
bagus produk nya terimakasih,bagus produk nya terimakasih,bagus produk nya terima kasih,"['bagus', 'produk', 'nya', 'terima', 'kasih']","['bagus', 'produk', 'terima', 'kasih']","['bagus', 'produk', 'terima', 'kasih']",bagus produk terima kasih
"cocok di kulit wajah saya, melembabkan. ed 03/25. pembelian untuk stok, mumpung ada diskon🤗",cocok di kulit wajah saya melembabkan ed pembelian untuk stok mumpung ada diskon,cocok di kulit wajah saya melembabkan ed pembelian untuk stok mumpung ada diskon,"['cocok', 'di', 'kulit', 'wajah', 'saya', 'melembabkan', 'ed', 'pembelian', 'untuk', 'stok', 'mumpung', 'ada', 'diskon']","['cocok', 'kulit', 'melembabkan', 'ed', 'pembelian', 'stok', 'mumpung', 'diskon']","['cocok', 'kulit', 'melembabkan', 'ed', 'beli', 'stok', 'mumpung', 'diskon']",cocok kulit melembabkan ed beli stok mumpung diskon
tipe kulitku normal. alhamdulillah cocok2 sajja. thank you for everyone dari hulu ke hilir. thanks a lot juga sudah dikasih diskon. semoga makin laris dan sukses ya. love u all,tipe kulitku normal alhamdulillah cocok sajja thank you for everyone dari hulu ke hilir thanks lot juga sudah dikasih diskon semoga makin laris dan sukses ya love all,tipe kulitku normal alhamdulillah cocok sajja thank you for everyone dari hulu ke hilir thanks lot juga sudah dikasih diskon semoga makin laris dan sukses ya love all,"['tipe', 'kulitku', 'normal', 'alhamdulillah', 'cocok', 'sajja', 'thank', 'you', 'for', 'everyone', 'dari', 'hulu', 'ke', 'hilir', 'thanks', 'lot', 'juga', 'sudah', 'dikasih', 'diskon', 'semoga', 'makin', 'laris', 'dan', 'sukses', 'ya', 'love', 'all']","['tipe', 'kulitku', 'normal', 'cocok', 'sajja', 'thank', 'everyone', 'hulu', 'hilir', 'thanks', 'lot', 'dikasih', 'diskon', 'semoga', 'laris', 'sukses', 'love', 'all']","['tipe', 'kulit', 'normal', 'cocok', 'sajja', 'thank', 'everyone', 'hulu', 'hilir', 'thanks', 'lot', 'kasih', 'diskon', 'moga', 'laris', 'sukses', 'love', 'all']",tipe kulit normal cocok sajja thank everyone hulu hilir thanks lot kasih diskon moga laris sukses love all
tipe kulitku berminyak. cocok,tipe kulitku berminyak cocok,tipe kulitku berminyak cocok,"['tipe', 'kulitku', 'berminyak', 'cocok']","['tipe', 'kulitku', 'berminyak', 'cocok']","['tipe', 'kulit', 'minyak', 'cocok']",tipe kulit minyak cocok
"cocok, sblmnya pakai yang alpha arbutin skrg nyoba yg ini 
tipe kulitku sensitif 
masalah kulitku pori besar",cocok sblmnya pakai yang alpha arbutin skrg nyoba yg ini tipe kulitku sensitif masalah kulitku pori besar,cocok sebelumnya pakai yang alpha arbutin sekarang mencoba yang ini tipe kulitku sensitif masalah kulitku pori besar,"['cocok', 'sebelumnya', 'pakai', 'yang', 'alpha', 'arbutin', 'sekarang', 'mencoba', 'yang', 'ini', 'tipe', 'kulitku', 'sensitif', 'masalah', 'kulitku', 'pori', 'besar']","['cocok', 'pakai', 'alpha', 'arbutin', 'mencoba', 'tipe', 'kulitku', 'sensitif', 'kulitku', 'pori']","['cocok', 'pakai', 'alpha', 'arbutin', 'coba', 'tipe', 'kulit', 'sensitif', 'kulit', 'pori']",cocok pakai alpha arbutin coba tipe kulit sensitif kulit pori
toner exfo mantap,toner exfo mantap,toner exfo mantap,"['toner', 'exfo', 'mantap']","['toner', 'exfo', 'mantap']","['toner', 'exfo', 'mantap']",toner exfo mantap
repurchase kesekian kaliii + dpt harga dibawah 100 mantulll avo👊🏻👊🏻,repurchase kesekian kaliii dpt harga dibawah mantulll avo,repurchase kesekian kali dapat harga dibawah mantap avo,"['repurchase', 'kesekian', 'kali', 'dapat', 'harga', 'dibawah', 'mantap', 'avo']","['repurchase', 'kesekian', 'harga', 'dibawah', 'mantap', 'avo']","['repurchase', 'sekian', 'harga', 'bawah', 'mantap', 'avo']",repurchase sekian harga bawah mantap avo
"pesanan diterima tepat waktu, pengemasan aman
terimakasih",pesanan diterima tepat waktu pengemasan aman terimakasih,pesanan diterima tepat waktu pengemasan aman terima kasih,"['pesanan', 'diterima', 'tepat', 'waktu', 'pengemasan', 'aman', 'terima', 'kasih']","['pesanan', 'diterima', 'pengemasan', 'aman', 'terima', 'kasih']","['pesan', 'terima', 'emas', 'aman', 'terima', 'kasih']",pesan terima emas aman terima kasih
"tekstur nya ringan, gampang di blend nyaman juga ternyata di kulit aku yang acneprone to oily parah, semoga cocok ada perubahan biar next bisa order disini lggi tipe kulitku sensitif masalah kulitku jerawat masalah kulitku pori besar tipe kulitku berminyak tipe kulitku kering",tekstur nya ringan gampang di blend nyaman juga ternyata di kulit aku yang acneprone to oily parah semoga cocok ada perubahan biar next bisa order disini lggi tipe kulitku sensitif masalah kulitku jerawat masalah kulitku pori besar tipe kulitku berminyak tipe kulitku kering,tekstur nya ringan gampang di blend nyaman juga ternyata di kulit aku yang acneprone tapi oily parah semoga cocok ada perubahan biar next bisa order disini lagi tipe kulitku sensitif masalah kulitku jerawat masalah kulitku pori besar tipe kulitku berminyak tipe kulitku kering,"['tekstur', 'nya', 'ringan', 'gampang', 'di', 'blend', 'nyaman', 'juga', 'ternyata', 'di', 'kulit', 'aku', 'yang', 'acneprone', 'tapi', 'oily', 'parah', 'semoga', 'cocok', 'ada', 'perubahan', 'biar', 'next', 'bisa', 'order', 'disini', 'lagi', 'tipe', 'kulitku', 'sensitif', 'masalah', 'kulitku', 'jerawat', 'masalah', 'kulitku', 'pori', 'besar', 'tipe', 'kulitku', 'berminyak', 'tipe', 'kulitku', 'kering']","['tekstur', 'ringan', 'gampang', 'blend', 'nyaman', 'kulit', 'acneprone', 'oily', 'parah', 'semoga', 'cocok', 'perubahan', 'next', 'order', 'tipe', 'kulitku', 'sensitif', 'kulitku', 'jerawat', 'kulitku', 'pori', 'tipe', 'kulitku', 'berminyak', 'tipe', 'kulitku', 'kering']","['tekstur', 'ringan', 'gampang', 'blend', 'nyaman', 'kulit', 'acneprone', 'oily', 'parah', 'moga', 'cocok', 'ubah', 'next', 'order', 'tipe', 'kulit', 'sensitif', 'kulit', 'jerawat', 'kulit', 'pori', 'tipe', 'kulit', 'minyak', 'tipe', 'kulit', 'kering']",tekstur ringan gampang blend nyaman kulit acneprone oily parah moga cocok ubah next order tipe kulit sensitif kulit jerawat kulit pori tipe kulit minyak tipe kulit kering
"baru pertama coba semoga cocok ,mksh seller fan tokped tipe kulitku kering",baru pertama coba semoga cocok mksh seller fan tokped tipe kulitku kering,baru pertama coba semoga cocok terima kasih seller fan tokped tipe kulitku kering,"['baru', 'pertama', 'coba', 'semoga', 'cocok', 'terima', 'kasih', 'seller', 'fan', 'tokped', 'tipe', 'kulitku', 'kering']","['coba', 'semoga', 'cocok', 'terima', 'kasih', 'seller', 'fan', 'tokped', 'tipe', 'kulitku', 'kering']","['coba', 'moga', 'cocok', 'terima', 'kasih', 'seller', 'fan', 'tokped', 'tipe', 'kulit', 'kering']",coba moga cocok terima kasih seller fan tokped tipe kulit kering
"ingredients nya bikin penasaran jd pengen cobain, sejauh ini selalu repurchase produk avo dan selalu cocok aaaa😍",ingredients nya bikin penasaran jd pengen cobain sejauh ini selalu repurchase produk avo dan selalu cocok aaaa,ingredients nya bikin penasaran jadi pengin mencoba sejauh ini selalu repurchase produk avo dan selalu cocok aaaa,"['ingredients', 'nya', 'bikin', 'penasaran', 'jadi', 'pengin', 'mencoba', 'sejauh', 'ini', 'selalu', 'repurchase', 'produk', 'avo', 'dan', 'selalu', 'cocok', 'aaaa']","['ingredients', 'penasaran', 'pengin', 'mencoba', 'repurchase', 'produk', 'avo', 'cocok', 'aaaa']","['ingredients', 'penasaran', 'pengin', 'coba', 'repurchase', 'produk', 'avo', 'cocok', 'aaaa']",ingredients penasaran pengin coba repurchase produk avo cocok aaaa
"pengirimannya lama bgt, tolong diganti kurirny",pengirimannya lama bgt tolong diganti kurirny,pengirimannya lama banget tolong diganti kurirnya,"['pengirimannya', 'lama', 'banget', 'tolong', 'diganti', 'kurirnya']","['pengirimannya', 'banget', 'tolong', 'diganti', 'kurirnya']","['kirim', 'banget', 'tolong', 'ganti', 'kurir']",kirim banget tolong ganti kurir
"pengemasan okeyy....
semoga cocok",pengemasan okeyy semoga cocok,pengemasan oke semoga cocok,"['pengemasan', 'oke', 'semoga', 'cocok']","['pengemasan', 'oke', 'semoga', 'cocok']","['emas', 'oke', 'moga', 'cocok']",emas oke moga cocok
ok. semoga cocok,ok semoga cocok,ok semoga cocok,"['ok', 'semoga', 'cocok']","['semoga', 'cocok']","['moga', 'cocok']",moga cocok
"bintang 3 karena pertamanya dikirimin yg expired 06/24 sedangkan pembelian harga normal. sebelum beli sudah chat tanya perbedaan harga normal dan sale (sale expired 2024 dan normal expired 2025/2026) walaupun akhirnya bisa return dan ganti yg expired 2025 tp proses return nya itu ribet bgt. terutama pihak expedisi sicepat yg tdk segera pick up sampai 3hari. maksudnya kalau dr awal teliti, saya ga perlu buang waktu untuk ngurusin return nya. semoga kedepannya makin teliti yaa. untuk packing sudah aman, bagus, admin juga responsive. thank you",bintang karena pertamanya dikirimin yg expired sedangkan pembelian harga normal sebelum beli sudah chat tanya perbedaan harga normal dan sale sale expired dan normal expired walaupun akhirnya bisa return dan ganti yg expired tp proses return nya itu ribet bgt terutama pihak expedisi sicepat yg tdk segera pick up sampai hari maksudnya kalau dr awal teliti saya ga perlu buang waktu untuk ngurusin return nya semoga kedepannya makin teliti yaa untuk packing sudah aman bagus admin juga responsive thank you,bintang karena pertamanya dikirimin yang expired sedangkan pembelian harga normal sebelum beli sudah chat tanya perbedaan harga normal dan sale sale expired dan normal expired walaupun akhirnya bisa return dan ganti yang expired tapi proses return nya itu ribet banget terutama pihak expedisi sicepat yang tidak segera pick up sampai hari maksudnya kalau dari awal teliti saya enggak perlu buang waktu untuk mengurusi return nya semoga kedepannya makin teliti ya untuk packing sudah aman bagus admin juga responsive thank you,"['bintang', 'karena', 'pertamanya', 'dikirimin', 'yang', 'expired', 'sedangkan', 'pembelian', 'harga', 'normal', 'sebelum', 'beli', 'sudah', 'chat', 'tanya', 'perbedaan', 'harga', 'normal', 'dan', 'sale', 'sale', 'expired', 'dan', 'normal', 'expired', 'walaupun', 'akhirnya', 'bisa', 'return', 'dan', 'ganti', 'yang', 'expired', 'tapi', 'proses', 'return', 'nya', 'itu', 'ribet', 'banget', 'terutama', 'pihak', 'expedisi', 'sicepat', 'yang', 'tidak', 'segera', 'pick', 'up', 'sampai', 'hari', 'maksudnya', 'kalau', 'dari', 'awal', 'teliti', 'saya', 'enggak', 'perlu', 'buang', 'waktu', 'untuk', 'mengurusi', 'return', 'nya', 'semoga', 'kedepannya', 'makin', 'teliti', 'ya', 'untuk', 'packing', 'sudah', 'aman', 'bagus', 'admin', 'juga', 'responsive', 'thank', 'you']","['bintang', 'pertamanya', 'dikirimin', 'expired', 'pembelian', 'harga', 'normal', 'beli', 'chat', 'perbedaan', 'harga', 'normal', 'sale', 'sale', 'expired', 'normal', 'expired', 'return', 'ganti', 'expired', 'return', 'ribet', 'banget', 'expedisi', 'sicepat', 'pick', 'up', 'maksudnya', 'teliti', 'buang', 'mengurusi', 'return', 'semoga', 'kedepannya', 'teliti', 'packing', 'aman', 'bagus', 'admin', 'responsive', 'thank']","['bintang', 'pertama', 'dikirimin', 'expired', 'beli', 'harga', 'normal', 'beli', 'chat', 'beda', 'harga', 'normal', 'sale', 'sale', 'expired', 'normal', 'expired', 'return', 'ganti', 'expired', 'return', 'ribet', 'banget', 'expedisi', 'sicepat', 'pick', 'up', 'maksud', 'teliti', 'buang', 'urus', 'return', 'moga', 'depan', 'teliti', 'packing', 'aman', 'bagus', 'admin', 'responsive', 'thank']",bintang pertama dikirimin expired beli harga normal beli chat beda harga normal sale sale expired normal expired return ganti expired return ribet banget expedisi sicepat pick up maksud teliti buang urus return moga depan teliti packing aman bagus admin responsive thank
packing aman dan expired masih lama 06/25,packing aman dan expired masih lama,packing aman dan expired masih lama,"['packing', 'aman', 'dan', 'expired', 'masih', 'lama']","['packing', 'aman', 'expired']","['packing', 'aman', 'expired']",packing aman expired
"huhu serum nya udah dateng, cepet banget pengiriman. beli dapet harga diskon. baru pertama pakai ini semoga cocok di muka ku 😊 tipe kulitku normal",huhu serum nya udah dateng cepet banget pengiriman beli dapet harga diskon baru pertama pakai ini semoga cocok di muka ku tipe kulitku normal,huhu serum nya sudah datang cepat banget pengiriman beli dapat harga diskon baru pertama pakai ini semoga cocok di muka ku tipe kulitku normal,"['huhu', 'serum', 'nya', 'sudah', 'datang', 'cepat', 'banget', 'pengiriman', 'beli', 'dapat', 'harga', 'diskon', 'baru', 'pertama', 'pakai', 'ini', 'semoga', 'cocok', 'di', 'muka', 'ku', 'tipe', 'kulitku', 'normal']","['huhu', 'serum', 'cepat', 'banget', 'pengiriman', 'beli', 'harga', 'diskon', 'pakai', 'semoga', 'cocok', 'muka', 'ku', 'tipe', 'kulitku', 'normal']","['huhu', 'serum', 'cepat', 'banget', 'kirim', 'beli', 'harga', 'diskon', 'pakai', 'moga', 'cocok', 'muka', 'ku', 'tipe', 'kulit', 'normal']",huhu serum cepat banget kirim beli harga diskon pakai moga cocok muka ku tipe kulit normal
tipe kulitku sensitif,tipe kulitku sensitif,tipe kulitku sensitif,"['tipe', 'kulitku', 'sensitif']","['tipe', 'kulitku', 'sensitif']","['tipe', 'kulit', 'sensitif']",tipe kulit sensitif
ini kenapa paket saya di lempar sama kurir ya? ud jelas jelas ada tulisan fragile di dusnya,ini kenapa paket saya di lempar sama kurir ya ud jelas jelas ada tulisan fragile di dusnya,ini kenapa paket saya di lempar sama kurir ya sudah jelas jelas ada tulisan fragile di dusnya,"['ini', 'kenapa', 'paket', 'saya', 'di', 'lempar', 'sama', 'kurir', 'ya', 'sudah', 'jelas', 'jelas', 'ada', 'tulisan', 'fragile', 'di', 'dusnya']","['paket', 'lempar', 'kurir', 'tulisan', 'fragile', 'dusnya']","['paket', 'lempar', 'kurir', 'tulis', 'fragile', 'dus']",paket lempar kurir tulis fragile dus
"barang sudah sampai, baru pertama kali mencoba semoga cocok",barang sudah sampai baru pertama kali mencoba semoga cocok,barang sudah sampai baru pertama kali mencoba semoga cocok,"['barang', 'sudah', 'sampai', 'baru', 'pertama', 'kali', 'mencoba', 'semoga', 'cocok']","['mencoba', 'semoga', 'cocok']","['coba', 'moga', 'cocok']",coba moga cocok
serum terbaik buat memperbaiki skin barier yg rusak.. pake serum ini sejak 2022 dan hasilnya jerawatku ga pernah muncul lagi dan kulitku jd ga pernah rewel lagi.. please jangan sampe ga produksi lagi serum ini karena udah jd p3k kulit aku,serum terbaik buat memperbaiki skin barier yg rusak pake serum ini sejak dan hasilnya jerawatku ga pernah muncul lagi dan kulitku jd ga pernah rewel lagi please jangan sampe ga produksi lagi serum ini karena udah jd pk kulit aku,serum terbaik buat memperbaiki skin barier yang rusak pakai serum ini sejak dan hasilnya jerawatku enggak pernah muncul lagi dan kulitku jadi enggak pernah rewel lagi please jangan sampai enggak produksi lagi serum ini karena sudah jadi pakai kulit aku,"['serum', 'terbaik', 'buat', 'memperbaiki', 'skin', 'barier', 'yang', 'rusak', 'pakai', 'serum', 'ini', 'sejak', 'dan', 'hasilnya', 'jerawatku', 'enggak', 'pernah', 'muncul', 'lagi', 'dan', 'kulitku', 'jadi', 'enggak', 'pernah', 'rewel', 'lagi', 'please', 'jangan', 'sampai', 'enggak', 'produksi', 'lagi', 'serum', 'ini', 'karena', 'sudah', 'jadi', 'pakai', 'kulit', 'aku']","['serum', 'terbaik', 'memperbaiki', 'skin', 'barier', 'rusak', 'pakai', 'serum', 'hasilnya', 'jerawatku', 'kulitku', 'rewel', 'produksi', 'serum', 'pakai', 'kulit']","['serum', 'baik', 'baik', 'skin', 'barier', 'rusak', 'pakai', 'serum', 'hasil', 'jerawat', 'kulit', 'rewel', 'produksi', 'serum', 'pakai', 'kulit']",serum baik baik skin barier rusak pakai serum hasil jerawat kulit rewel produksi serum pakai kulit
"mencari alternatif ingredients yang bisa menyamarkan bekas jerawat aku karena ga cocok sama vit. c, niacin, dan alpha arbutin",mencari alternatif ingredients yang bisa menyamarkan bekas jerawat aku karena ga cocok sama vit niacin dan alpha arbutin,mencari alternatif ingredients yang bisa menyamarkan bekas jerawat aku karena enggak cocok sama vit niacin dan alpha arbutin,"['mencari', 'alternatif', 'ingredients', 'yang', 'bisa', 'menyamarkan', 'bekas', 'jerawat', 'aku', 'karena', 'enggak', 'cocok', 'sama', 'vit', 'niacin', 'dan', 'alpha', 'arbutin']","['alternatif', 'ingredients', 'menyamarkan', 'bekas', 'jerawat', 'cocok', 'vit', 'niacin', 'alpha', 'arbutin']","['alternatif', 'ingredients', 'samar', 'bekas', 'jerawat', 'cocok', 'vit', 'niacin', 'alpha', 'arbutin']",alternatif ingredients samar bekas jerawat cocok vit niacin alpha arbutin
"dulu udh pernah make dan ngefek bgt ke kulit, bikin jd lembab dan gak beruntusan tp dibarengin sm refining tonernya jg ^^",dulu udh pernah make dan ngefek bgt ke kulit bikin jd lembab dan gak beruntusan tp dibarengin sm refining tonernya jg,dulu sudah pernah memakai dan ngefek banget ke kulit bikin jadi lembab dan enggak beruntusan tapi dibarengin sama refining tonernya juga,"['dulu', 'sudah', 'pernah', 'memakai', 'dan', 'ngefek', 'banget', 'ke', 'kulit', 'bikin', 'jadi', 'lembab', 'dan', 'enggak', 'beruntusan', 'tapi', 'dibarengin', 'sama', 'refining', 'tonernya', 'juga']","['memakai', 'ngefek', 'banget', 'kulit', 'lembab', 'beruntusan', 'dibarengin', 'refining', 'tonernya']","['pakai', 'ngefek', 'banget', 'kulit', 'lembab', 'beruntus', 'dibarengin', 'refining', 'tonernya']",pakai ngefek banget kulit lembab beruntus dibarengin refining tonernya
tipe kulitku berminyak masalah kulitku jerawat,tipe kulitku berminyak masalah kulitku jerawat,tipe kulitku berminyak masalah kulitku jerawat,"['tipe', 'kulitku', 'berminyak', 'masalah', 'kulitku', 'jerawat']","['tipe', 'kulitku', 'berminyak', 'kulitku', 'jerawat']","['tipe', 'kulit', 'minyak', 'kulit', 'jerawat']",tipe kulit minyak kulit jerawat
"tipe kulitku normal,cepat meresap ke kulit",tipe kulitku normal cepat meresap ke kulit,tipe kulitku normal cepat meresap ke kulit,"['tipe', 'kulitku', 'normal', 'cepat', 'meresap', 'ke', 'kulit']","['tipe', 'kulitku', 'normal', 'cepat', 'meresap', 'kulit']","['tipe', 'kulit', 'normal', 'cepat', 'resap', 'kulit']",tipe kulit normal cepat resap kulit
bagus sangat suka,bagus sangat suka,bagus sangat suka,"['bagus', 'sangat', 'suka']","['bagus', 'suka']","['bagus', 'suka']",bagus suka
"pesan tanggal 1 dikirim tanggal 5, padahal tgl 6 sdh harus dibawa terbang. kecewa karena sdh dua kali mendapatkan pelayanan yg kurang menyenangkan. padahal produk bagus dan sdh menjadi pengguna tetap avoskin",pesan tanggal dikirim tanggal padahal tgl sdh harus dibawa terbang kecewa karena sdh dua kali mendapatkan pelayanan yg kurang menyenangkan padahal produk bagus dan sdh menjadi pengguna tetap avoskin,pesan tanggal dikirim tanggal padahal tanggal sudah harus dibawa terbang kecewa karena sudah dua kali mendapatkan pelayanan yang kurang menyenangkan padahal produk bagus dan sudah menjadi pengguna tetap avoskin,"['pesan', 'tanggal', 'dikirim', 'tanggal', 'padahal', 'tanggal', 'sudah', 'harus', 'dibawa', 'terbang', 'kecewa', 'karena', 'sudah', 'dua', 'kali', 'mendapatkan', 'pelayanan', 'yang', 'kurang', 'menyenangkan', 'padahal', 'produk', 'bagus', 'dan', 'sudah', 'menjadi', 'pengguna', 'tetap', 'avoskin']","['pesan', 'dikirim', 'dibawa', 'terbang', 'kecewa', 'pelayanan', 'menyenangkan', 'produk', 'bagus', 'pengguna', 'avoskin']","['pesan', 'kirim', 'bawa', 'terbang', 'kecewa', 'layan', 'senang', 'produk', 'bagus', 'guna', 'avoskin']",pesan kirim bawa terbang kecewa layan senang produk bagus guna avoskin
