case_folding,cleaned,normalization,tokenize,remove_stopwords,lemmatization,text_string_lemma
no review found,no review found,no review found,"['no', 'review', 'found']","['review', 'found']","['review', 'found']",review found
ini parah banget seller dan pengiriman kurir. udah lama banget kirimnya. plus waktu sampai dibuka paketnya rusak! gajelas ini seller tidak professional dan tidak niat jualan sama sekali. meskipun official store. tolong hargai customer dengan dapat membungkus paket dengan baik dan benar!!!,ini parah banget seller dan pengiriman kurir udah lama banget kirimnya plus waktu sampai dibuka paketnya rusak gajelas ini seller tidak professional dan tidak niat jualan sama sekali meskipun official store tolong hargai customer dengan dapat membungkus paket dengan baik dan benar,ini parah banget seller dan pengiriman kurir sudah lama banget kirimnya plus waktu sampai dibuka paketnya rusak enggak jelas ini seller tidak professional dan tidak niat jualan sama sekali meskipun official store tolong hargai customer dengan dapat membungkus paket dengan baik dan benar,"['ini', 'parah', 'banget', 'seller', 'dan', 'pengiriman', 'kurir', 'sudah', 'lama', 'banget', 'kirimnya', 'plus', 'waktu', 'sampai', 'dibuka', 'paketnya', 'rusak', 'enggak', 'jelas', 'ini', 'seller', 'tidak', 'professional', 'dan', 'tidak', 'niat', 'jualan', 'sama', 'sekali', 'meskipun', 'official', 'store', 'tolong', 'hargai', 'customer', 'dengan', 'dapat', 'membungkus', 'paket', 'dengan', 'baik', 'dan', 'benar']","['parah', 'banget', 'seller', 'pengiriman', 'kurir', 'banget', 'kirimnya', 'plus', 'dibuka', 'paketnya', 'rusak', 'seller', 'professional', 'niat', 'jualan', 'official', 'store', 'tolong', 'hargai', 'customer', 'membungkus', 'paket']","['parah', 'banget', 'seller', 'kirim', 'kurir', 'banget', 'kirim', 'plus', 'buka', 'paket', 'rusak', 'seller', 'professional', 'niat', 'jual', 'official', 'store', 'tolong', 'harga', 'customer', 'bungkus', 'paket']",parah banget seller kirim kurir banget kirim plus buka paket rusak seller professional niat jual official store tolong harga customer bungkus paket
tipe kulitku sensitif,tipe kulitku sensitif,tipe kulitku sensitif,"['tipe', 'kulitku', 'sensitif']","['tipe', 'kulitku', 'sensitif']","['tipe', 'kulit', 'sensitif']",tipe kulit sensitif
baru pertama kali coba. baca review banyak yang kasih nilai bagus. semoga cocok yaa...,baru pertama kali coba baca review banyak yang kasih nilai bagus semoga cocok yaa,baru pertama kali coba baca review banyak yang kasih nilai bagus semoga cocok ya,"['baru', 'pertama', 'kali', 'coba', 'baca', 'review', 'banyak', 'yang', 'kasih', 'nilai', 'bagus', 'semoga', 'cocok', 'ya']","['coba', 'baca', 'review', 'kasih', 'nilai', 'bagus', 'semoga', 'cocok']","['coba', 'baca', 'review', 'kasih', 'nilai', 'bagus', 'moga', 'cocok']",coba baca review kasih nilai bagus moga cocok
"kotaknya penyok. untung pake bubble wrap yg tebal, barang aman deh",kotaknya penyok untung pake bubble wrap yg tebal barang aman deh,kotaknya penyok untung pakai bubble wrap yang tebal barang aman deh,"['kotaknya', 'penyok', 'untung', 'pakai', 'bubble', 'wrap', 'yang', 'tebal', 'barang', 'aman', 'deh']","['kotaknya', 'penyok', 'untung', 'pakai', 'bubble', 'wrap', 'tebal', 'aman']","['kotak', 'penyok', 'untung', 'pakai', 'bubble', 'wrap', 'tebal', 'aman']",kotak penyok untung pakai bubble wrap tebal aman
for the first time mau cobain moisturizer viral ini semoga cocok deh sama bumil iniii hihihi,for the first time mau cobain moisturizer viral ini semoga cocok deh sama bumil iniii,for the first time mau mencoba moisturizer viral ini semoga cocok deh sama bumil ini,"['for', 'the', 'first', 'time', 'mau', 'mencoba', 'moisturizer', 'viral', 'ini', 'semoga', 'cocok', 'deh', 'sama', 'bumil', 'ini']","['first', 'time', 'mencoba', 'moisturizer', 'viral', 'semoga', 'cocok', 'bumil']","['first', 'time', 'coba', 'moisturizer', 'viral', 'moga', 'cocok', 'bumil']",first time coba moisturizer viral moga cocok bumil
"enak bahannya, lebih cocok daripada formula lama, muka gak benyek bgt",enak bahannya lebih cocok daripada formula lama muka gak benyek bgt,enak bahannya lebih cocok daripada formula lama muka enggak benyek banget,"['enak', 'bahannya', 'lebih', 'cocok', 'daripada', 'formula', 'lama', 'muka', 'enggak', 'benyek', 'banget']","['bahannya', 'cocok', 'formula', 'muka', 'benyek', 'banget']","['bahan', 'cocok', 'formula', 'muka', 'benyek', 'banget']",bahan cocok formula muka benyek banget
gentle moist dan isinya banyak. love the new packaging🫶🏻,gentle moist dan isinya banyak love the new packaging,gentle moist dan isinya banyak love the new packaging,"['gentle', 'moist', 'dan', 'isinya', 'banyak', 'love', 'the', 'new', 'packaging']","['gentle', 'moist', 'isinya', 'love', 'new', 'packaging']","['gentle', 'moist', 'isi', 'love', 'new', 'packaging']",gentle moist isi love new packaging
"bahannya ringan, lembab dan ukuran cocok untuk dibawa traveling.
thank you seller",bahannya ringan lembab dan ukuran cocok untuk dibawa traveling thank you seller,bahannya ringan lembab dan ukuran cocok untuk dibawa traveling thank you seller,"['bahannya', 'ringan', 'lembab', 'dan', 'ukuran', 'cocok', 'untuk', 'dibawa', 'traveling', 'thank', 'you', 'seller']","['bahannya', 'ringan', 'lembab', 'ukuran', 'cocok', 'dibawa', 'traveling', 'thank', 'seller']","['bahan', 'ringan', 'lembab', 'ukur', 'cocok', 'bawa', 'traveling', 'thank', 'seller']",bahan ringan lembab ukur cocok bawa traveling thank seller
tipe kulitku berminyak masalah kulitku pori besar tipe kulitku sensitif. aku cocok pake ini hasilnya melembabkan dan alhamdulillah sejauh ini di kulit aman.,tipe kulitku berminyak masalah kulitku pori besar tipe kulitku sensitif aku cocok pake ini hasilnya melembabkan dan alhamdulillah sejauh ini di kulit aman,tipe kulitku berminyak masalah kulitku pori besar tipe kulitku sensitif aku cocok pakai ini hasilnya melembabkan dan alhamdulillah sejauh ini di kulit aman,"['tipe', 'kulitku', 'berminyak', 'masalah', 'kulitku', 'pori', 'besar', 'tipe', 'kulitku', 'sensitif', 'aku', 'cocok', 'pakai', 'ini', 'hasilnya', 'melembabkan', 'dan', 'alhamdulillah', 'sejauh', 'ini', 'di', 'kulit', 'aman']","['tipe', 'kulitku', 'berminyak', 'kulitku', 'pori', 'tipe', 'kulitku', 'sensitif', 'cocok', 'pakai', 'hasilnya', 'melembabkan', 'kulit', 'aman']","['tipe', 'kulit', 'minyak', 'kulit', 'pori', 'tipe', 'kulit', 'sensitif', 'cocok', 'pakai', 'hasil', 'melembabkan', 'kulit', 'aman']",tipe kulit minyak kulit pori tipe kulit sensitif cocok pakai hasil melembabkan kulit aman
"agak kecewa sama pelayanan kali ini. berhari2 nggak dikirim, setelah kita chat kalau mau batalin biar bisa ganti one day shipping karena udah mepet mau dipake travelling, malah besokannya langsung dikirim pakai pengiriman awal yg regular. alhasil barangnya malah jadi nggak kepake karena telat sampai.",agak kecewa sama pelayanan kali ini berhari nggak dikirim setelah kita chat kalau mau batalin biar bisa ganti one day shipping karena udah mepet mau dipake travelling malah besokannya langsung dikirim pakai pengiriman awal yg regular alhasil barangnya malah jadi nggak kepake karena telat sampai,agak kecewa sama pelayanan kali ini berhari enggak dikirim setelah kita chat kalau mau batalin biar bisa ganti one day shipping karena sudah mepet mau dipakai travelling malah besokannya langsung dikirim pakai pengiriman awal yang regular alhasil barangnya malah jadi enggak terpakai karena telat sampai,"['agak', 'kecewa', 'sama', 'pelayanan', 'kali', 'ini', 'berhari', 'enggak', 'dikirim', 'setelah', 'kita', 'chat', 'kalau', 'mau', 'batalin', 'biar', 'bisa', 'ganti', 'one', 'day', 'shipping', 'karena', 'sudah', 'mepet', 'mau', 'dipakai', 'travelling', 'malah', 'besokannya', 'langsung', 'dikirim', 'pakai', 'pengiriman', 'awal', 'yang', 'regular', 'alhasil', 'barangnya', 'malah', 'jadi', 'enggak', 'terpakai', 'karena', 'telat', 'sampai']","['kecewa', 'pelayanan', 'berhari', 'dikirim', 'chat', 'batalin', 'ganti', 'one', 'day', 'shipping', 'mepet', 'dipakai', 'travelling', 'besokannya', 'dikirim', 'pakai', 'pengiriman', 'regular', 'alhasil', 'barangnya', 'terpakai', 'telat']","['kecewa', 'layan', 'hari', 'kirim', 'chat', 'batalin', 'ganti', 'one', 'day', 'shipping', 'mepet', 'pakai', 'travelling', 'besok', 'kirim', 'pakai', 'kirim', 'regular', 'alhasil', 'barang', 'pakai', 'telat']",kecewa layan hari kirim chat batalin ganti one day shipping mepet pakai travelling besok kirim pakai kirim regular alhasil barang pakai telat
tipe kulitku berminyak tipe kulitku sensitif masalah kulitku jerawat masalah kulitku pori besar tipe kulitku kombinasi,tipe kulitku berminyak tipe kulitku sensitif masalah kulitku jerawat masalah kulitku pori besar tipe kulitku kombinasi,tipe kulitku berminyak tipe kulitku sensitif masalah kulitku jerawat masalah kulitku pori besar tipe kulitku kombinasi,"['tipe', 'kulitku', 'berminyak', 'tipe', 'kulitku', 'sensitif', 'masalah', 'kulitku', 'jerawat', 'masalah', 'kulitku', 'pori', 'besar', 'tipe', 'kulitku', 'kombinasi']","['tipe', 'kulitku', 'berminyak', 'tipe', 'kulitku', 'sensitif', 'kulitku', 'jerawat', 'kulitku', 'pori', 'tipe', 'kulitku', 'kombinasi']","['tipe', 'kulit', 'minyak', 'tipe', 'kulit', 'sensitif', 'kulit', 'jerawat', 'kulit', 'pori', 'tipe', 'kulit', 'kombinasi']",tipe kulit minyak tipe kulit sensitif kulit jerawat kulit pori tipe kulit kombinasi
josssss gandosss……,josssss gandosss,jos gandos,"['jos', 'gandos']","['jos', 'gandos']","['jos', 'gandos']",jos gandos
melembapkan. bruntusan ku di dahi hilang pakek ini 😭,melembapkan bruntusan ku di dahi hilang pakek ini,melembapkan bruntusan ku di dahi hilang pakai ini,"['melembapkan', 'bruntusan', 'ku', 'di', 'dahi', 'hilang', 'pakai', 'ini']","['melembapkan', 'bruntusan', 'ku', 'dahi', 'hilang', 'pakai']","['lembap', 'bruntusan', 'ku', 'dahi', 'hilang', 'pakai']",lembap bruntusan ku dahi hilang pakai
cocok banget,cocok banget,cocok banget,"['cocok', 'banget']","['cocok', 'banget']","['cocok', 'banget']",cocok banget
selalu bagus,selalu bagus,selalu bagus,"['selalu', 'bagus']",['bagus'],['bagus'],bagus
packaging rapi dan aman. thank you seller,packaging rapi dan aman thank you seller,packaging rapi dan aman thank you seller,"['packaging', 'rapi', 'dan', 'aman', 'thank', 'you', 'seller']","['packaging', 'rapi', 'aman', 'thank', 'seller']","['packaging', 'rapi', 'aman', 'thank', 'seller']",packaging rapi aman thank seller
proses dikirimnya lama. barang so far oke oke saja👍🏽 packingnya super aman,proses dikirimnya lama barang so far oke oke saja packingnya super aman,proses dikirimnya lama barang so far oke oke saja packingnya super aman,"['proses', 'dikirimnya', 'lama', 'barang', 'so', 'far', 'oke', 'oke', 'saja', 'packingnya', 'super', 'aman']","['dikirimnya', 'far', 'oke', 'oke', 'packingnya', 'super', 'aman']","['kirim', 'far', 'oke', 'oke', 'packingnya', 'super', 'aman']",kirim far oke oke packingnya super aman
prodak yg dikirim sesuai pesanan.,prodak yg dikirim sesuai pesanan,produk yang dikirim sesuai pesanan,"['produk', 'yang', 'dikirim', 'sesuai', 'pesanan']","['produk', 'dikirim', 'pesanan']","['produk', 'kirim', 'pesan']",produk kirim pesan
nice,nice,nice,['nice'],['nice'],['nice'],nice
kerennn,kerennn,keren,['keren'],['keren'],['keren'],keren
"pengiriman sengaja pakai gosend biar cepat, tapi ternyata ga dikirim2 setelah 2 hari, malah disuruh reorder dengan alasan bakal dapet kompensasi, taunya pas reorder sampenya pun malam bgt, kompensasi yg dijanjikan gada, udh beberapa kali beli baru kali ini kecewa",pengiriman sengaja pakai gosend biar cepat tapi ternyata ga dikirim setelah hari malah disuruh reorder dengan alasan bakal dapet kompensasi taunya pas reorder sampenya pun malam bgt kompensasi yg dijanjikan gada udh beberapa kali beli baru kali ini kecewa,pengiriman sengaja pakai gosend biar cepat tapi ternyata enggak dikirim setelah hari malah disuruh reorder dengan alasan bakal dapat kompensasi taunya pas reorder sampai pun malam banget kompensasi yang dijanjikan enggak ada sudah beberapa kali beli baru kali ini kecewa,"['pengiriman', 'sengaja', 'pakai', 'gosend', 'biar', 'cepat', 'tapi', 'ternyata', 'enggak', 'dikirim', 'setelah', 'hari', 'malah', 'disuruh', 'reorder', 'dengan', 'alasan', 'bakal', 'dapat', 'kompensasi', 'taunya', 'pas', 'reorder', 'sampai', 'pun', 'malam', 'banget', 'kompensasi', 'yang', 'dijanjikan', 'enggak', 'ada', 'sudah', 'beberapa', 'kali', 'beli', 'baru', 'kali', 'ini', 'kecewa']","['pengiriman', 'sengaja', 'pakai', 'gosend', 'cepat', 'dikirim', 'disuruh', 'reorder', 'alasan', 'kompensasi', 'taunya', 'reorder', 'malam', 'banget', 'kompensasi', 'dijanjikan', 'beli', 'kecewa']","['kirim', 'sengaja', 'pakai', 'gosend', 'cepat', 'kirim', 'suruh', 'reorder', 'alas', 'kompensasi', 'tau', 'reorder', 'malam', 'banget', 'kompensasi', 'janji', 'beli', 'kecewa']",kirim sengaja pakai gosend cepat kirim suruh reorder alas kompensasi tau reorder malam banget kompensasi janji beli kecewa
"cepat meresap, ringan di kulit wajah, cuman buat dryskin krg melembabkan. tapi enak buat prep sblm makeup",cepat meresap ringan di kulit wajah cuman buat dryskin krg melembabkan tapi enak buat prep sblm makeup,cepat meresap ringan di kulit wajah cuman buat dryskin kurang melembabkan tapi enak buat prep sebelum makeup,"['cepat', 'meresap', 'ringan', 'di', 'kulit', 'wajah', 'cuman', 'buat', 'dryskin', 'kurang', 'melembabkan', 'tapi', 'enak', 'buat', 'prep', 'sebelum', 'makeup']","['cepat', 'meresap', 'ringan', 'kulit', 'cuman', 'dryskin', 'melembabkan', 'prep', 'makeup']","['cepat', 'resap', 'ringan', 'kulit', 'cuman', 'dryskin', 'melembabkan', 'prep', 'makeup']",cepat resap ringan kulit cuman dryskin melembabkan prep makeup
seller sangat cepat memproses barang. packing sangat baik dan aman. reliable sangat ..,seller sangat cepat memproses barang packing sangat baik dan aman reliable sangat,seller sangat cepat memproses barang packing sangat baik dan aman reliable sangat,"['seller', 'sangat', 'cepat', 'memproses', 'barang', 'packing', 'sangat', 'baik', 'dan', 'aman', 'reliable', 'sangat']","['seller', 'cepat', 'memproses', 'packing', 'aman', 'reliable']","['seller', 'cepat', 'proses', 'packing', 'aman', 'reliable']",seller cepat proses packing aman reliable
cocok di kulit normal,cocok di kulit normal,cocok di kulit normal,"['cocok', 'di', 'kulit', 'normal']","['cocok', 'kulit', 'normal']","['cocok', 'kulit', 'normal']",cocok kulit normal
"selangnya sependek apa sih sampe dia ilang kebawah???? wtf annoying bgt pakenya gmn coba. udah aku cari tp gak ada selangnya. pake tube ajalah kalo pake packaging kaya gini bermasalah mulu. sayang bgt padahal formulanya sebagus itu, tapi kalo packagingnya begini sihhh big no deh.",selangnya sependek apa sih sampe dia ilang kebawah wtf annoying bgt pakenya gmn coba udah aku cari tp gak ada selangnya pake tube ajalah kalo pake packaging kaya gini bermasalah mulu sayang bgt padahal formulanya sebagus itu tapi kalo packagingnya begini sihhh big no deh,selangnya sependek apa sih sampai dia hilang kebawah wtf annoying banget pakenya bagaimana coba sudah aku cari tapi enggak ada selangnya pakai tube ajalah kalo pakai packaging kayak begini bermasalah mulu sayang banget padahal formulanya sebagus itu tapi kalo packagingnya begini sih big no deh,"['selangnya', 'sependek', 'apa', 'sih', 'sampai', 'dia', 'hilang', 'kebawah', 'wtf', 'annoying', 'banget', 'pakenya', 'bagaimana', 'coba', 'sudah', 'aku', 'cari', 'tapi', 'enggak', 'ada', 'selangnya', 'pakai', 'tube', 'ajalah', 'kalo', 'pakai', 'packaging', 'kayak', 'begini', 'bermasalah', 'mulu', 'sayang', 'banget', 'padahal', 'formulanya', 'sebagus', 'itu', 'tapi', 'kalo', 'packagingnya', 'begini', 'sih', 'big', 'no', 'deh']","['selangnya', 'sependek', 'hilang', 'kebawah', 'wtf', 'annoying', 'banget', 'pakenya', 'coba', 'cari', 'selangnya', 'pakai', 'tube', 'ajalah', 'pakai', 'packaging', 'bermasalah', 'mulu', 'sayang', 'banget', 'formulanya', 'sebagus', 'packagingnya', 'big']","['selang', 'pendek', 'hilang', 'bawah', 'wtf', 'annoying', 'banget', 'pakenya', 'coba', 'cari', 'selang', 'pakai', 'tube', 'aja', 'pakai', 'packaging', 'masalah', 'mulu', 'sayang', 'banget', 'formula', 'bagus', 'packagingnya', 'big']",selang pendek hilang bawah wtf annoying banget pakenya coba cari selang pakai tube aja pakai packaging masalah mulu sayang banget formula bagus packagingnya big
akhirnya mendarat.pelembab kesayangan,akhirnya mendarat pelembab kesayangan,akhirnya mendarat pelembab kesayangan,"['akhirnya', 'mendarat', 'pelembab', 'kesayangan']","['mendarat', 'pelembab', 'kesayangan']","['darat', 'pelembab', 'sayang']",darat pelembab sayang
"mantap pesanan sesuai dan seller responsif, packing aman banget tebal. bravo seller!",mantap pesanan sesuai dan seller responsif packing aman banget tebal bravo seller,mantap pesanan sesuai dan seller responsif packing aman banget tebal bravo seller,"['mantap', 'pesanan', 'sesuai', 'dan', 'seller', 'responsif', 'packing', 'aman', 'banget', 'tebal', 'bravo', 'seller']","['mantap', 'pesanan', 'seller', 'responsif', 'packing', 'aman', 'banget', 'tebal', 'bravo', 'seller']","['mantap', 'pesan', 'seller', 'responsif', 'packing', 'aman', 'banget', 'tebal', 'bravo', 'seller']",mantap pesan seller responsif packing aman banget tebal bravo seller
"packagingnya bisa diperbaiki ya, untungnya barangnya aman, tapi tadi tinggal selipin aja udah keambil barangnya.  kalau dari produknya, semoga awet dan cocok ya",packagingnya bisa diperbaiki ya untungnya barangnya aman tapi tadi tinggal selipin aja udah keambil barangnya kalau dari produknya semoga awet dan cocok ya,packagingnya bisa diperbaiki ya untungnya barangnya aman tapi tadi tinggal selipin saja sudah keambil barangnya kalau dari produknya semoga awet dan cocok ya,"['packagingnya', 'bisa', 'diperbaiki', 'ya', 'untungnya', 'barangnya', 'aman', 'tapi', 'tadi', 'tinggal', 'selipin', 'saja', 'sudah', 'keambil', 'barangnya', 'kalau', 'dari', 'produknya', 'semoga', 'awet', 'dan', 'cocok', 'ya']","['packagingnya', 'diperbaiki', 'untungnya', 'barangnya', 'aman', 'selipin', 'keambil', 'barangnya', 'produknya', 'semoga', 'awet', 'cocok']","['packagingnya', 'baik', 'untung', 'barang', 'aman', 'selipin', 'ambil', 'barang', 'produk', 'moga', 'awet', 'cocok']",packagingnya baik untung barang aman selipin ambil barang produk moga awet cocok
waotery ok,waotery ok,watery ok,"['watery', 'ok']",['watery'],['watery'],watery
"ringan! diaku yg kulitnya kering malah gak cuco.. tumbuh jerawat bergantian.. tp di adik aku (15th) yg kombinasi malah cucooo aman. 👍👍 wkt itu cekot pas masi packaging lama. gak lama mereka ganti packaging, harganya lumayan yahh 😆 good deal utk aku 😆👍",ringan diaku yg kulitnya kering malah gak cuco tumbuh jerawat bergantian tp di adik aku th yg kombinasi malah cucooo aman wkt itu cekot pas masi packaging lama gak lama mereka ganti packaging harganya lumayan yahh good deal utk aku,ringan diaku yang kulitnya kering malah enggak cocok tumbuh jerawat bergantian tapi di adik aku tahu yang kombinasi malah cocok aman waktu itu cekot pas masih packaging lama enggak lama mereka ganti packaging harganya lumayan ya good deal untuk aku,"['ringan', 'diaku', 'yang', 'kulitnya', 'kering', 'malah', 'enggak', 'cocok', 'tumbuh', 'jerawat', 'bergantian', 'tapi', 'di', 'adik', 'aku', 'tahu', 'yang', 'kombinasi', 'malah', 'cocok', 'aman', 'waktu', 'itu', 'cekot', 'pas', 'masih', 'packaging', 'lama', 'enggak', 'lama', 'mereka', 'ganti', 'packaging', 'harganya', 'lumayan', 'ya', 'good', 'deal', 'untuk', 'aku']","['ringan', 'diaku', 'kulitnya', 'kering', 'cocok', 'tumbuh', 'jerawat', 'bergantian', 'adik', 'kombinasi', 'cocok', 'aman', 'cekot', 'packaging', 'ganti', 'packaging', 'harganya', 'lumayan', 'deal']","['ringan', 'dia', 'kulit', 'kering', 'cocok', 'tumbuh', 'jerawat', 'ganti', 'adik', 'kombinasi', 'cocok', 'aman', 'cekot', 'packaging', 'ganti', 'packaging', 'harga', 'lumayan', 'deal']",ringan dia kulit kering cocok tumbuh jerawat ganti adik kombinasi cocok aman cekot packaging ganti packaging harga lumayan deal
kemasan ok,kemasan ok,kemasan ok,"['kemasan', 'ok']",['kemasan'],['kemas'],kemas
"favorite, gampang kempess emang baunya sih yg ganggu tapi worth it",favorite gampang kempess emang baunya sih yg ganggu tapi worth it,favorite gampang kempes memang baunya sih yang ganggu tapi worth itu,"['favorite', 'gampang', 'kempes', 'memang', 'baunya', 'sih', 'yang', 'ganggu', 'tapi', 'worth', 'itu']","['favorite', 'gampang', 'kempes', 'baunya', 'ganggu', 'worth']","['favorite', 'gampang', 'kempes', 'bau', 'ganggu', 'worth']",favorite gampang kempes bau ganggu worth
"kaget banget moisturizernya udah berevolusi sesuai skin type. udah cocok banget sama moisturizer sebelumnya dan ini pertama kali mau coba yang versi ini, semoga hasilnya bagus juga. terima kasih seller",kaget banget moisturizernya udah berevolusi sesuai skin type udah cocok banget sama moisturizer sebelumnya dan ini pertama kali mau coba yang versi ini semoga hasilnya bagus juga terima kasih seller,kaget banget moisturizernya sudah berevolusi sesuai skin type sudah cocok banget sama moisturizer sebelumnya dan ini pertama kali mau coba yang versi ini semoga hasilnya bagus juga terima kasih seller,"['kaget', 'banget', 'moisturizernya', 'sudah', 'berevolusi', 'sesuai', 'skin', 'type', 'sudah', 'cocok', 'banget', 'sama', 'moisturizer', 'sebelumnya', 'dan', 'ini', 'pertama', 'kali', 'mau', 'coba', 'yang', 'versi', 'ini', 'semoga', 'hasilnya', 'bagus', 'juga', 'terima', 'kasih', 'seller']","['kaget', 'banget', 'moisturizernya', 'berevolusi', 'skin', 'type', 'cocok', 'banget', 'moisturizer', 'coba', 'versi', 'semoga', 'hasilnya', 'bagus', 'terima', 'kasih', 'seller']","['kaget', 'banget', 'moisturizernya', 'evolusi', 'skin', 'type', 'cocok', 'banget', 'moisturizer', 'coba', 'versi', 'moga', 'hasil', 'bagus', 'terima', 'kasih', 'seller']",kaget banget moisturizernya evolusi skin type cocok banget moisturizer coba versi moga hasil bagus terima kasih seller
"mantaaaaab
semoga cocok",mantaaaaab semoga cocok,mantap semoga cocok,"['mantap', 'semoga', 'cocok']","['mantap', 'semoga', 'cocok']","['mantap', 'moga', 'cocok']",mantap moga cocok
lagi banyak bekas jerawat semoga cocokkk🫶,lagi banyak bekas jerawat semoga cocokkk,lagi banyak bekas jerawat semoga cocok,"['lagi', 'banyak', 'bekas', 'jerawat', 'semoga', 'cocok']","['bekas', 'jerawat', 'semoga', 'cocok']","['bekas', 'jerawat', 'moga', 'cocok']",bekas jerawat moga cocok
luv ❤️❤️,luv,love,['love'],['love'],['love'],love
"baju barunya cantik banget, keliatan mewah jadinya 😻 kualitas produknya juga gausa diragukan lagi, bagus banget! semenjak pake moist dari skin game kulitku jadi better, ini repurchase kedua aku dan keknya bakal repurchase terus wkwk. packagingnya juga aman banget pake bubble wrap + kardus. thanks seller! 😻",baju barunya cantik banget keliatan mewah jadinya kualitas produknya juga gausa diragukan lagi bagus banget semenjak pake moist dari skin game kulitku jadi better ini repurchase kedua aku dan keknya bakal repurchase terus packagingnya juga aman banget pake bubble wrap kardus thanks seller,baju barunya cantik banget kelihatan mewah jadinya kualitas produknya juga enggak usah diragukan lagi bagus banget semenjak pakai moist dari skin game kulitku jadi better ini repurchase kedua aku dan kayaknya bakal repurchase terus packagingnya juga aman banget pakai bubble wrap kardus thanks seller,"['baju', 'barunya', 'cantik', 'banget', 'kelihatan', 'mewah', 'jadinya', 'kualitas', 'produknya', 'juga', 'enggak', 'usah', 'diragukan', 'lagi', 'bagus', 'banget', 'semenjak', 'pakai', 'moist', 'dari', 'skin', 'game', 'kulitku', 'jadi', 'better', 'ini', 'repurchase', 'kedua', 'aku', 'dan', 'kayaknya', 'bakal', 'repurchase', 'terus', 'packagingnya', 'juga', 'aman', 'banget', 'pakai', 'bubble', 'wrap', 'kardus', 'thanks', 'seller']","['baju', 'barunya', 'cantik', 'banget', 'mewah', 'kualitas', 'produknya', 'diragukan', 'bagus', 'banget', 'semenjak', 'pakai', 'moist', 'skin', 'game', 'kulitku', 'better', 'repurchase', 'kayaknya', 'repurchase', 'packagingnya', 'aman', 'banget', 'pakai', 'bubble', 'wrap', 'kardus', 'thanks', 'seller']","['baju', 'baru', 'cantik', 'banget', 'mewah', 'kualitas', 'produk', 'ragu', 'bagus', 'banget', 'semenjak', 'pakai', 'moist', 'skin', 'game', 'kulit', 'better', 'repurchase', 'kayak', 'repurchase', 'packagingnya', 'aman', 'banget', 'pakai', 'bubble', 'wrap', 'kardus', 'thanks', 'seller']",baju baru cantik banget mewah kualitas produk ragu bagus banget semenjak pakai moist skin game kulit better repurchase kayak repurchase packagingnya aman banget pakai bubble wrap kardus thanks seller
