case_folding,cleaned,normalization,tokenize,remove_stopwords,lemmatization,text_string_lemma
masalah kulitku kerutan,masalah kulitku kerutan,masalah kulitku kerutan,"['masalah', 'kulitku', 'kerutan']","['kulitku', 'kerutan']","['kulit', 'kerut']",kulit kerut
tipe kulitku kering,tipe kulitku kering,tipe kulitku kering,"['tipe', 'kulitku', 'kering']","['tipe', 'kulitku', 'kering']","['tipe', 'kulit', 'kering']",tipe kulit kering
"bagus banget lip tint nya warnanya jg bagus2, kemasannya gemes banget kecil2 . terimakasih",bagus banget lip tint nya warnanya jg bagus kemasannya gemes banget kecil terimakasih,bagus banget lip tint nya warnanya juga bagus kemasannya gemas banget kecil terima kasih,"['bagus', 'banget', 'lip', 'tint', 'nya', 'warnanya', 'juga', 'bagus', 'kemasannya', 'gemas', 'banget', 'kecil', 'terima', 'kasih']","['bagus', 'banget', 'lip', 'tint', 'warnanya', 'bagus', 'kemasannya', 'gemas', 'banget', 'terima', 'kasih']","['bagus', 'banget', 'lip', 'tint', 'warna', 'bagus', 'kemas', 'gemas', 'banget', 'terima', 'kasih']",bagus banget lip tint warna bagus kemas gemas banget terima kasih
"expire 2026, pengiriman cepat. cocok asal penggunaan sesuai instruksi.",expire pengiriman cepat cocok asal penggunaan sesuai instruksi,expire pengiriman cepat cocok asal penggunaan sesuai instruksi,"['expire', 'pengiriman', 'cepat', 'cocok', 'asal', 'penggunaan', 'sesuai', 'instruksi']","['expire', 'pengiriman', 'cepat', 'cocok', 'instruksi']","['expire', 'kirim', 'cepat', 'cocok', 'instruksi']",expire kirim cepat cocok instruksi
no review found,no review found,no review found,"['no', 'review', 'found']","['review', 'found']","['review', 'found']",review found
"dapet gift setiap pembelian…lucu bgt 
sukaaa…makasi",dapet gift setiap pembelian lucu bgt sukaaa makasi,dapat gift setiap pembelian lucu banget suka terima kasih,"['dapat', 'gift', 'setiap', 'pembelian', 'lucu', 'banget', 'suka', 'terima', 'kasih']","['gift', 'pembelian', 'lucu', 'banget', 'suka', 'terima', 'kasih']","['gift', 'beli', 'lucu', 'banget', 'suka', 'terima', 'kasih']",gift beli lucu banget suka terima kasih
ringan banget kaya ga pake apa apa terus beneran transferproof 😭🤏 mana design nya lucu lagiii,ringan banget kaya ga pake apa apa terus beneran transferproof mana design nya lucu lagiii,ringan banget kayak enggak pakai apa apa terus benaran transferproof mana design nya lucu lagi,"['ringan', 'banget', 'kayak', 'enggak', 'pakai', 'apa', 'apa', 'terus', 'benaran', 'transferproof', 'mana', 'design', 'nya', 'lucu', 'lagi']","['ringan', 'banget', 'pakai', 'benaran', 'transferproof', 'design', 'lucu']","['ringan', 'banget', 'pakai', 'benar', 'transferproof', 'design', 'lucu']",ringan banget pakai benar transferproof design lucu
"tipe kulitku sensitif dan cocok banget pake ini.
gak bikin kering sama sekali",tipe kulitku sensitif dan cocok banget pake ini gak bikin kering sama sekali,tipe kulitku sensitif dan cocok banget pakai ini enggak bikin kering sama sekali,"['tipe', 'kulitku', 'sensitif', 'dan', 'cocok', 'banget', 'pakai', 'ini', 'enggak', 'bikin', 'kering', 'sama', 'sekali']","['tipe', 'kulitku', 'sensitif', 'cocok', 'banget', 'pakai', 'kering']","['tipe', 'kulit', 'sensitif', 'cocok', 'banget', 'pakai', 'kering']",tipe kulit sensitif cocok banget pakai kering
"datang sesuai estimasi pengiriman, packing aman. terima kasih jne dan tokopedia ❤️",datang sesuai estimasi pengiriman packing aman terima kasih jne dan tokopedia,datang sesuai estimasi pengiriman packing aman terima kasih jne dan tokopedia,"['datang', 'sesuai', 'estimasi', 'pengiriman', 'packing', 'aman', 'terima', 'kasih', 'jne', 'dan', 'tokopedia']","['estimasi', 'pengiriman', 'packing', 'aman', 'terima', 'kasih', 'jne', 'tokopedia']","['estimasi', 'kirim', 'packing', 'aman', 'terima', 'kasih', 'jne', 'tokopedia']",estimasi kirim packing aman terima kasih jne tokopedia
"pertama coba nih serum moga cocok, packing aman dan kurir toppp.
tipe kulitku berminyak masalah kulitku jerawat masalah kulitku pori besar",pertama coba nih serum moga cocok packing aman dan kurir toppp tipe kulitku berminyak masalah kulitku jerawat masalah kulitku pori besar,pertama coba nih serum moga cocok packing aman dan kurir top tipe kulitku berminyak masalah kulitku jerawat masalah kulitku pori besar,"['pertama', 'coba', 'nih', 'serum', 'moga', 'cocok', 'packing', 'aman', 'dan', 'kurir', 'top', 'tipe', 'kulitku', 'berminyak', 'masalah', 'kulitku', 'jerawat', 'masalah', 'kulitku', 'pori', 'besar']","['coba', 'serum', 'cocok', 'packing', 'aman', 'kurir', 'top', 'tipe', 'kulitku', 'berminyak', 'kulitku', 'jerawat', 'kulitku', 'pori']","['coba', 'serum', 'cocok', 'packing', 'aman', 'kurir', 'top', 'tipe', 'kulit', 'minyak', 'kulit', 'jerawat', 'kulit', 'pori']",coba serum cocok packing aman kurir top tipe kulit minyak kulit jerawat kulit pori
suka sama retinolnya somethinc,suka sama retinolnya somethinc,suka sama retinolnya somethinc,"['suka', 'sama', 'retinolnya', 'somethinc']","['suka', 'retinolnya', 'somethinc']","['suka', 'retinolnya', 'somethinc']",suka retinolnya somethinc
baguuus.. warna pas. coverage ok,baguuus warna pas coverage ok,bagus warna pas coverage ok,"['bagus', 'warna', 'pas', 'coverage', 'ok']","['bagus', 'warna', 'coverage']","['bagus', 'warna', 'coverage']",bagus warna coverage
cocok buatku yg ga pake bedak....awalnya emang ada agak abu gt dikulit tp kalo sdh meresap goooodddd,cocok buatku yg ga pake bedak awalnya emang ada agak abu gt dikulit tp kalo sdh meresap goooodddd,cocok buatku yang enggak pakai bedak awalnya memang ada agak abu begitu dikulit tapi kalo sudah meresap good,"['cocok', 'buatku', 'yang', 'enggak', 'pakai', 'bedak', 'awalnya', 'memang', 'ada', 'agak', 'abu', 'begitu', 'dikulit', 'tapi', 'kalo', 'sudah', 'meresap', 'good']","['cocok', 'buatku', 'pakai', 'bedak', 'abu', 'dikulit', 'meresap']","['cocok', 'buat', 'pakai', 'bedak', 'abu', 'kulit', 'resap']",cocok buat pakai bedak abu kulit resap
diamond nak bgt dipake. lemonade ku baru mau coba. smga cocok,diamond nak bgt dipake lemonade ku baru mau coba smga cocok,diamond enak banget dipakai lemonade ku baru mau coba semoga cocok,"['diamond', 'enak', 'banget', 'dipakai', 'lemonade', 'ku', 'baru', 'mau', 'coba', 'semoga', 'cocok']","['diamond', 'banget', 'dipakai', 'lemonade', 'ku', 'coba', 'semoga', 'cocok']","['diamond', 'banget', 'pakai', 'lemonade', 'ku', 'coba', 'moga', 'cocok']",diamond banget pakai lemonade ku coba moga cocok
enak.banget aplikatornyaaa,enak banget aplikatornyaaa,enak banget aplikatornya,"['enak', 'banget', 'aplikatornya']","['banget', 'aplikatornya']","['banget', 'aplikatornya']",banget aplikatornya
"fast response, on time delivery",fast response on time delivery,fast response on time delivery,"['fast', 'response', 'on', 'time', 'delivery']","['fast', 'response', 'time', 'delivery']","['fast', 'response', 'time', 'delivery']",fast response time delivery
baru sekali ini mau coba. semoga cocok. tqpi klo serum lainnya udah kesekian kali pake dan cocok cocok aja di kulit.,baru sekali ini mau coba semoga cocok tqpi klo serum lainnya udah kesekian kali pake dan cocok cocok aja di kulit,baru sekali ini mau coba semoga cocok tqpi kalo serum lainnya sudah kesekian kali pakai dan cocok cocok saja di kulit,"['baru', 'sekali', 'ini', 'mau', 'coba', 'semoga', 'cocok', 'tqpi', 'kalo', 'serum', 'lainnya', 'sudah', 'kesekian', 'kali', 'pakai', 'dan', 'cocok', 'cocok', 'saja', 'di', 'kulit']","['coba', 'semoga', 'cocok', 'tqpi', 'serum', 'kesekian', 'pakai', 'cocok', 'cocok', 'kulit']","['coba', 'moga', 'cocok', 'tqpi', 'serum', 'sekian', 'pakai', 'cocok', 'cocok', 'kulit']",coba moga cocok tqpi serum sekian pakai cocok cocok kulit
"ini pembelian ke dua serum diamond ini.
sejauh ini cocok di kulit. belum ada perubahan yang signifikan. tapi karena di kulit enak, jadi beli lagi ....",ini pembelian ke dua serum diamond ini sejauh ini cocok di kulit belum ada perubahan yang signifikan tapi karena di kulit enak jadi beli lagi,ini pembelian ke dua serum diamond ini sejauh ini cocok di kulit belum ada perubahan yang signifikan tapi karena di kulit enak jadi beli lagi,"['ini', 'pembelian', 'ke', 'dua', 'serum', 'diamond', 'ini', 'sejauh', 'ini', 'cocok', 'di', 'kulit', 'belum', 'ada', 'perubahan', 'yang', 'signifikan', 'tapi', 'karena', 'di', 'kulit', 'enak', 'jadi', 'beli', 'lagi']","['pembelian', 'serum', 'diamond', 'cocok', 'kulit', 'perubahan', 'signifikan', 'kulit', 'beli']","['beli', 'serum', 'diamond', 'cocok', 'kulit', 'ubah', 'signifikan', 'kulit', 'beli']",beli serum diamond cocok kulit ubah signifikan kulit beli
"cocok pake pelembab ini. selalu dipake siang dan malem.
lebih suka packaging yang 25ml karena bisa ke kontrol pemakaiannya dan gak kebanyakan nempel ke muka.",cocok pake pelembab ini selalu dipake siang dan malem lebih suka packaging yang ml karena bisa ke kontrol pemakaiannya dan gak kebanyakan nempel ke muka,cocok pakai pelembab ini selalu dipakai siang dan malam lebih suka packaging yang ml karena bisa ke kontrol pemakaiannya dan enggak kebanyakan menempel ke muka,"['cocok', 'pakai', 'pelembab', 'ini', 'selalu', 'dipakai', 'siang', 'dan', 'malam', 'lebih', 'suka', 'packaging', 'yang', 'ml', 'karena', 'bisa', 'ke', 'kontrol', 'pemakaiannya', 'dan', 'enggak', 'kebanyakan', 'menempel', 'ke', 'muka']","['cocok', 'pakai', 'pelembab', 'dipakai', 'siang', 'malam', 'suka', 'packaging', 'ml', 'kontrol', 'pemakaiannya', 'kebanyakan', 'menempel', 'muka']","['cocok', 'pakai', 'pelembab', 'pakai', 'siang', 'malam', 'suka', 'packaging', 'ml', 'kontrol', 'pakai', 'banyak', 'tempel', 'muka']",cocok pakai pelembab pakai siang malam suka packaging ml kontrol pakai banyak tempel muka
"baru nyoba sekali ini.
semoga cocok. tapi klo produk skin care lainnya udah bbrp kali coba dan cocok di kulit.",baru nyoba sekali ini semoga cocok tapi klo produk skin care lainnya udah bbrp kali coba dan cocok di kulit,baru mencoba sekali ini semoga cocok tapi kalo produk skin care lainnya sudah beberapa kali coba dan cocok di kulit,"['baru', 'mencoba', 'sekali', 'ini', 'semoga', 'cocok', 'tapi', 'kalo', 'produk', 'skin', 'care', 'lainnya', 'sudah', 'beberapa', 'kali', 'coba', 'dan', 'cocok', 'di', 'kulit']","['mencoba', 'semoga', 'cocok', 'produk', 'skin', 'coba', 'cocok', 'kulit']","['coba', 'moga', 'cocok', 'produk', 'skin', 'coba', 'cocok', 'kulit']",coba moga cocok produk skin coba cocok kulit
bagus bikin bulu mata lentik dan awet,bagus bikin bulu mata lentik dan awet,bagus bikin bulu mata lentik dan awet,"['bagus', 'bikin', 'bulu', 'mata', 'lentik', 'dan', 'awet']","['bagus', 'bulu', 'lentik', 'awet']","['bagus', 'bulu', 'lentik', 'awet']",bagus bulu lentik awet
"first nyoba moist ini, semoga cocok. makasih min dikasih bonus lucuu. sukses selalu",first nyoba moist ini semoga cocok makasih min dikasih bonus lucuu sukses selalu,first mencoba moist ini semoga cocok terima kasih min dikasih bonus lucu sukses selalu,"['first', 'mencoba', 'moist', 'ini', 'semoga', 'cocok', 'terima', 'kasih', 'min', 'dikasih', 'bonus', 'lucu', 'sukses', 'selalu']","['first', 'mencoba', 'moist', 'semoga', 'cocok', 'terima', 'kasih', 'dikasih', 'bonus', 'lucu', 'sukses']","['first', 'coba', 'moist', 'moga', 'cocok', 'terima', 'kasih', 'kasih', 'bonus', 'lucu', 'sukses']",first coba moist moga cocok terima kasih kasih bonus lucu sukses
best matte lipstick. repeat order kesekian kalinya tak terhitung. lipstick favourite.,best matte lipstick repeat order kesekian kalinya tak terhitung lipstick favourite,best matte lipstick repeat order kesekian kalinya tak terhitung lipstick favourite,"['best', 'matte', 'lipstick', 'repeat', 'order', 'kesekian', 'kalinya', 'tak', 'terhitung', 'lipstick', 'favourite']","['best', 'matte', 'lipstick', 'repeat', 'order', 'kesekian', 'kalinya', 'terhitung', 'lipstick', 'favourite']","['best', 'matte', 'lipstick', 'repeat', 'order', 'sekian', 'kali', 'hitung', 'lipstick', 'favourite']",best matte lipstick repeat order sekian kali hitung lipstick favourite
tipe kulitku normal masalah kulitku kerutan,tipe kulitku normal masalah kulitku kerutan,tipe kulitku normal masalah kulitku kerutan,"['tipe', 'kulitku', 'normal', 'masalah', 'kulitku', 'kerutan']","['tipe', 'kulitku', 'normal', 'kulitku', 'kerutan']","['tipe', 'kulit', 'normal', 'kulit', 'kerut']",tipe kulit normal kulit kerut
alhamdulillah dapet diskonan. terima kasih kak,alhamdulillah dapet diskonan terima kasih kak,alhamdulillah dapat diskonan terima kasih kak,"['alhamdulillah', 'dapat', 'diskonan', 'terima', 'kasih', 'kak']","['diskonan', 'terima', 'kasih']","['diskon', 'terima', 'kasih']",diskon terima kasih
"wanginya soft, pembelian pertama",wanginya soft pembelian pertama,wanginya soft pembelian pertama,"['wanginya', 'soft', 'pembelian', 'pertama']","['wanginya', 'soft', 'pembelian']","['wangi', 'soft', 'beli']",wangi soft beli
"agak encer, dicoba dulu ya thx",agak encer dicoba dulu ya thx,agak encer dicoba dulu ya thanks,"['agak', 'encer', 'dicoba', 'dulu', 'ya', 'thanks']","['encer', 'dicoba', 'thanks']","['encer', 'coba', 'thanks']",encer coba thanks
tipe kulitku sensitif tipe kulitku kering,tipe kulitku sensitif tipe kulitku kering,tipe kulitku sensitif tipe kulitku kering,"['tipe', 'kulitku', 'sensitif', 'tipe', 'kulitku', 'kering']","['tipe', 'kulitku', 'sensitif', 'tipe', 'kulitku', 'kering']","['tipe', 'kulit', 'sensitif', 'tipe', 'kulit', 'kering']",tipe kulit sensitif tipe kulit kering
tipe kulitku sensitif,tipe kulitku sensitif,tipe kulitku sensitif,"['tipe', 'kulitku', 'sensitif']","['tipe', 'kulitku', 'sensitif']","['tipe', 'kulit', 'sensitif']",tipe kulit sensitif
tipe kulitku berminyak masalah kulitku jerawat,tipe kulitku berminyak masalah kulitku jerawat,tipe kulitku berminyak masalah kulitku jerawat,"['tipe', 'kulitku', 'berminyak', 'masalah', 'kulitku', 'jerawat']","['tipe', 'kulitku', 'berminyak', 'kulitku', 'jerawat']","['tipe', 'kulit', 'minyak', 'kulit', 'jerawat']",tipe kulit minyak kulit jerawat
ori,ori,orisinal,['orisinal'],['orisinal'],['orisinal'],orisinal
paket diterima dg baik dan pengiriman cepat banget. packagingnya bagus banget aman jg. produk cocok dg kulit istri saya. senang banget dia. thanks,paket diterima dg baik dan pengiriman cepat banget packagingnya bagus banget aman jg produk cocok dg kulit istri saya senang banget dia thanks,paket diterima dengan baik dan pengiriman cepat banget packagingnya bagus banget aman juga produk cocok dengan kulit istri saya senang banget dia thanks,"['paket', 'diterima', 'dengan', 'baik', 'dan', 'pengiriman', 'cepat', 'banget', 'packagingnya', 'bagus', 'banget', 'aman', 'juga', 'produk', 'cocok', 'dengan', 'kulit', 'istri', 'saya', 'senang', 'banget', 'dia', 'thanks']","['paket', 'diterima', 'pengiriman', 'cepat', 'banget', 'packagingnya', 'bagus', 'banget', 'aman', 'produk', 'cocok', 'kulit', 'istri', 'senang', 'banget', 'thanks']","['paket', 'terima', 'kirim', 'cepat', 'banget', 'packagingnya', 'bagus', 'banget', 'aman', 'produk', 'cocok', 'kulit', 'istri', 'senang', 'banget', 'thanks']",paket terima kirim cepat banget packagingnya bagus banget aman produk cocok kulit istri senang banget thanks
"tipe kulitku berminyak 
pengiriman cepat produk baik sesuai deskripsi. makasih seller",tipe kulitku berminyak pengiriman cepat produk baik sesuai deskripsi makasih seller,tipe kulitku berminyak pengiriman cepat produk baik sesuai deskripsi terima kasih seller,"['tipe', 'kulitku', 'berminyak', 'pengiriman', 'cepat', 'produk', 'baik', 'sesuai', 'deskripsi', 'terima', 'kasih', 'seller']","['tipe', 'kulitku', 'berminyak', 'pengiriman', 'cepat', 'produk', 'deskripsi', 'terima', 'kasih', 'seller']","['tipe', 'kulit', 'minyak', 'kirim', 'cepat', 'produk', 'deskripsi', 'terima', 'kasih', 'seller']",tipe kulit minyak kirim cepat produk deskripsi terima kasih seller
"barang sudah sampai dan sesuai, semoga cocok di akuu, thanks sellerrr tipe kulitku kombinasi tipe kulitku sensitif masalah kulitku jerawat masalah kulitku pori besar",barang sudah sampai dan sesuai semoga cocok di akuu thanks sellerrr tipe kulitku kombinasi tipe kulitku sensitif masalah kulitku jerawat masalah kulitku pori besar,barang sudah sampai dan sesuai semoga cocok di aku thanks seller tipe kulitku kombinasi tipe kulitku sensitif masalah kulitku jerawat masalah kulitku pori besar,"['barang', 'sudah', 'sampai', 'dan', 'sesuai', 'semoga', 'cocok', 'di', 'aku', 'thanks', 'seller', 'tipe', 'kulitku', 'kombinasi', 'tipe', 'kulitku', 'sensitif', 'masalah', 'kulitku', 'jerawat', 'masalah', 'kulitku', 'pori', 'besar']","['semoga', 'cocok', 'thanks', 'seller', 'tipe', 'kulitku', 'kombinasi', 'tipe', 'kulitku', 'sensitif', 'kulitku', 'jerawat', 'kulitku', 'pori']","['moga', 'cocok', 'thanks', 'seller', 'tipe', 'kulit', 'kombinasi', 'tipe', 'kulit', 'sensitif', 'kulit', 'jerawat', 'kulit', 'pori']",moga cocok thanks seller tipe kulit kombinasi tipe kulit sensitif kulit jerawat kulit pori
tipe kulitku kombinasi masalah kulitku pori besar masalah kulitku kerutan,tipe kulitku kombinasi masalah kulitku pori besar masalah kulitku kerutan,tipe kulitku kombinasi masalah kulitku pori besar masalah kulitku kerutan,"['tipe', 'kulitku', 'kombinasi', 'masalah', 'kulitku', 'pori', 'besar', 'masalah', 'kulitku', 'kerutan']","['tipe', 'kulitku', 'kombinasi', 'kulitku', 'pori', 'kulitku', 'kerutan']","['tipe', 'kulit', 'kombinasi', 'kulit', 'pori', 'kulit', 'kerut']",tipe kulit kombinasi kulit pori kulit kerut
"seneng banget dapet harga promo 😭 terus padahal ditulisannya gak ada bonus gift, dikasih gift eyelashes curler dong, huhu thank you somethinc 💛",seneng banget dapet harga promo terus padahal ditulisannya gak ada bonus gift dikasih gift eyelashes curler dong huhu thank you somethinc,senang banget dapat harga promo terus padahal ditulisannya enggak ada bonus gift dikasih gift eyelashes curler dong huhu thank you somethinc,"['senang', 'banget', 'dapat', 'harga', 'promo', 'terus', 'padahal', 'ditulisannya', 'enggak', 'ada', 'bonus', 'gift', 'dikasih', 'gift', 'eyelashes', 'curler', 'dong', 'huhu', 'thank', 'you', 'somethinc']","['senang', 'banget', 'harga', 'promo', 'ditulisannya', 'bonus', 'gift', 'dikasih', 'gift', 'eyelashes', 'curler', 'huhu', 'thank', 'somethinc']","['senang', 'banget', 'harga', 'promo', 'tulis', 'bonus', 'gift', 'kasih', 'gift', 'eyelashes', 'curler', 'huhu', 'thank', 'somethinc']",senang banget harga promo tulis bonus gift kasih gift eyelashes curler huhu thank somethinc
tipe kulitku berminyak tipe kulitku kering tipe kulitku normal tipe kulitku kombinasi masalah kulitku kerutan masalah kulitku jerawat masalah kulitku pori besar tipe kulitku sensitif,tipe kulitku berminyak tipe kulitku kering tipe kulitku normal tipe kulitku kombinasi masalah kulitku kerutan masalah kulitku jerawat masalah kulitku pori besar tipe kulitku sensitif,tipe kulitku berminyak tipe kulitku kering tipe kulitku normal tipe kulitku kombinasi masalah kulitku kerutan masalah kulitku jerawat masalah kulitku pori besar tipe kulitku sensitif,"['tipe', 'kulitku', 'berminyak', 'tipe', 'kulitku', 'kering', 'tipe', 'kulitku', 'normal', 'tipe', 'kulitku', 'kombinasi', 'masalah', 'kulitku', 'kerutan', 'masalah', 'kulitku', 'jerawat', 'masalah', 'kulitku', 'pori', 'besar', 'tipe', 'kulitku', 'sensitif']","['tipe', 'kulitku', 'berminyak', 'tipe', 'kulitku', 'kering', 'tipe', 'kulitku', 'normal', 'tipe', 'kulitku', 'kombinasi', 'kulitku', 'kerutan', 'kulitku', 'jerawat', 'kulitku', 'pori', 'tipe', 'kulitku', 'sensitif']","['tipe', 'kulit', 'minyak', 'tipe', 'kulit', 'kering', 'tipe', 'kulit', 'normal', 'tipe', 'kulit', 'kombinasi', 'kulit', 'kerut', 'kulit', 'jerawat', 'kulit', 'pori', 'tipe', 'kulit', 'sensitif']",tipe kulit minyak tipe kulit kering tipe kulit normal tipe kulit kombinasi kulit kerut kulit jerawat kulit pori tipe kulit sensitif
terima kasih 👍🙏,terima kasih,terima kasih,"['terima', 'kasih']","['terima', 'kasih']","['terima', 'kasih']",terima kasih
perfect shade!,perfect shade,perfect shade,"['perfect', 'shade']","['perfect', 'shade']","['perfect', 'shade']",perfect shade
"terbaik, favorite 👍",terbaik favorite,terbaik favorite,"['terbaik', 'favorite']","['terbaik', 'favorite']","['baik', 'favorite']",baik favorite
"bagus banget, baru seminggu pakai bacne ku mulai hilang. ada purgingnya dia kek bikin bacne mateng dulu gitu abis itu baru ilang, tapi dikit banget isinya baru seminggu habis mungkin karena pakenya terlalu banyak kali ya 😭",bagus banget baru seminggu pakai bacne ku mulai hilang ada purgingnya dia kek bikin bacne mateng dulu gitu abis itu baru ilang tapi dikit banget isinya baru seminggu habis mungkin karena pakenya terlalu banyak kali ya,bagus banget baru seminggu pakai bacne ku mulai hilang ada purgingnya dia kayak bikin bacne mateng dulu begitu habis itu baru hilang tapi dikit banget isinya baru seminggu habis mungkin karena pakenya terlalu banyak kali ya,"['bagus', 'banget', 'baru', 'seminggu', 'pakai', 'bacne', 'ku', 'mulai', 'hilang', 'ada', 'purgingnya', 'dia', 'kayak', 'bikin', 'bacne', 'mateng', 'dulu', 'begitu', 'habis', 'itu', 'baru', 'hilang', 'tapi', 'dikit', 'banget', 'isinya', 'baru', 'seminggu', 'habis', 'mungkin', 'karena', 'pakenya', 'terlalu', 'banyak', 'kali', 'ya']","['bagus', 'banget', 'seminggu', 'pakai', 'bacne', 'ku', 'hilang', 'purgingnya', 'bacne', 'mateng', 'habis', 'hilang', 'dikit', 'banget', 'isinya', 'seminggu', 'habis', 'pakenya']","['bagus', 'banget', 'minggu', 'pakai', 'bacne', 'ku', 'hilang', 'purgingnya', 'bacne', 'mateng', 'habis', 'hilang', 'dikit', 'banget', 'isi', 'minggu', 'habis', 'pakenya']",bagus banget minggu pakai bacne ku hilang purgingnya bacne mateng habis hilang dikit banget isi minggu habis pakenya
nice,nice,nice,['nice'],['nice'],['nice'],nice
"tipe kulitku kombinasi

biasanya beli jar baru. baru nyobain ver refilnya
aku cocok bgt. dulu kulitku pernah kering sampe luka yg jadi hitam ketarik kulitnya, pake ini seminggu bener2 sembuh dan bekasnya pudar.",tipe kulitku kombinasi biasanya beli jar baru baru nyobain ver refilnya aku cocok bgt dulu kulitku pernah kering sampe luka yg jadi hitam ketarik kulitnya pake ini seminggu bener sembuh dan bekasnya pudar,tipe kulitku kombinasi biasanya beli jar baru baru mencoba ver refilnya aku cocok banget dulu kulitku pernah kering sampai luka yang jadi hitam tertarik kulitnya pakai ini seminggu benar sembuh dan bekasnya pudar,"['tipe', 'kulitku', 'kombinasi', 'biasanya', 'beli', 'jar', 'baru', 'baru', 'mencoba', 'ver', 'refilnya', 'aku', 'cocok', 'banget', 'dulu', 'kulitku', 'pernah', 'kering', 'sampai', 'luka', 'yang', 'jadi', 'hitam', 'tertarik', 'kulitnya', 'pakai', 'ini', 'seminggu', 'benar', 'sembuh', 'dan', 'bekasnya', 'pudar']","['tipe', 'kulitku', 'kombinasi', 'beli', 'jar', 'mencoba', 'ver', 'refilnya', 'cocok', 'banget', 'kulitku', 'kering', 'luka', 'hitam', 'tertarik', 'kulitnya', 'pakai', 'seminggu', 'sembuh', 'bekasnya', 'pudar']","['tipe', 'kulit', 'kombinasi', 'beli', 'jar', 'coba', 'ver', 'refilnya', 'cocok', 'banget', 'kulit', 'kering', 'luka', 'hitam', 'tarik', 'kulit', 'pakai', 'minggu', 'sembuh', 'bekas', 'pudar']",tipe kulit kombinasi beli jar coba ver refilnya cocok banget kulit kering luka hitam tarik kulit pakai minggu sembuh bekas pudar
seneng banget dapet harga 111rb 🤗,seneng banget dapet harga rb,senang banget dapat harga ribu,"['senang', 'banget', 'dapat', 'harga', 'ribu']","['senang', 'banget', 'harga']","['senang', 'banget', 'harga']",senang banget harga
"tipe kulitku berminyak masalah kulitku jerawat tipe kulitku sensitif, cocok dengan cleansing dari somethinc.. keren.. tq",tipe kulitku berminyak masalah kulitku jerawat tipe kulitku sensitif cocok dengan cleansing dari somethinc keren tq,tipe kulitku berminyak masalah kulitku jerawat tipe kulitku sensitif cocok dengan cleansing dari somethinc keren terima kasih,"['tipe', 'kulitku', 'berminyak', 'masalah', 'kulitku', 'jerawat', 'tipe', 'kulitku', 'sensitif', 'cocok', 'dengan', 'cleansing', 'dari', 'somethinc', 'keren', 'terima', 'kasih']","['tipe', 'kulitku', 'berminyak', 'kulitku', 'jerawat', 'tipe', 'kulitku', 'sensitif', 'cocok', 'cleansing', 'somethinc', 'keren', 'terima', 'kasih']","['tipe', 'kulit', 'minyak', 'kulit', 'jerawat', 'tipe', 'kulit', 'sensitif', 'cocok', 'cleansing', 'somethinc', 'keren', 'terima', 'kasih']",tipe kulit minyak kulit jerawat tipe kulit sensitif cocok cleansing somethinc keren terima kasih
tipe kulitku berminyak,tipe kulitku berminyak,tipe kulitku berminyak,"['tipe', 'kulitku', 'berminyak']","['tipe', 'kulitku', 'berminyak']","['tipe', 'kulit', 'minyak']",tipe kulit minyak
barang sampai dengan selamat. tapi udah 3x beli disini gak pernah dapet bonus. jadi yg pada dapet bonus tu bener gak ya...,barang sampai dengan selamat tapi udah beli disini gak pernah dapet bonus jadi yg pada dapet bonus tu bener gak ya,barang sampai dengan selamat tapi sudah beli disini enggak pernah dapat bonus jadi yang pada dapat bonus itu benar enggak ya,"['barang', 'sampai', 'dengan', 'selamat', 'tapi', 'sudah', 'beli', 'disini', 'enggak', 'pernah', 'dapat', 'bonus', 'jadi', 'yang', 'pada', 'dapat', 'bonus', 'itu', 'benar', 'enggak', 'ya']","['selamat', 'beli', 'bonus', 'bonus']","['selamat', 'beli', 'bonus', 'bonus']",selamat beli bonus bonus
tipe kulitku normal,tipe kulitku normal,tipe kulitku normal,"['tipe', 'kulitku', 'normal']","['tipe', 'kulitku', 'normal']","['tipe', 'kulit', 'normal']",tipe kulit normal
udah cocok..bagus di muka..ngurangin garis halus n kerut,udah cocok bagus di muka ngurangin garis halus kerut,sudah cocok bagus di muka ngurangin garis halus kerut,"['sudah', 'cocok', 'bagus', 'di', 'muka', 'ngurangin', 'garis', 'halus', 'kerut']","['cocok', 'bagus', 'muka', 'ngurangin', 'garis', 'halus', 'kerut']","['cocok', 'bagus', 'muka', 'ngurangin', 'garis', 'halus', 'kerut']",cocok bagus muka ngurangin garis halus kerut
mantap...... dpt harga diskon. mkasih ya min,mantap dpt harga diskon mkasih ya min,mantap dapat harga diskon terima kasih ya min,"['mantap', 'dapat', 'harga', 'diskon', 'terima', 'kasih', 'ya', 'min']","['mantap', 'harga', 'diskon', 'terima', 'kasih']","['mantap', 'harga', 'diskon', 'terima', 'kasih']",mantap harga diskon terima kasih
tipe kulitku normal tipe kulitku sensitif,tipe kulitku normal tipe kulitku sensitif,tipe kulitku normal tipe kulitku sensitif,"['tipe', 'kulitku', 'normal', 'tipe', 'kulitku', 'sensitif']","['tipe', 'kulitku', 'normal', 'tipe', 'kulitku', 'sensitif']","['tipe', 'kulit', 'normal', 'tipe', 'kulit', 'sensitif']",tipe kulit normal tipe kulit sensitif
semoga cocok,semoga cocok,semoga cocok,"['semoga', 'cocok']","['semoga', 'cocok']","['moga', 'cocok']",moga cocok
