case_folding,cleaned,normalization,tokenize,remove_stopwords,lemmatization,text_string_lemma
pengiriman cepat dan packing aman. beli karena rekomendasi teman. semoga cocok juga.,pengiriman cepat dan packing aman beli karena rekomendasi teman semoga cocok juga,pengiriman cepat dan packing aman beli karena rekomendasi teman semoga cocok juga,"['pengiriman', 'cepat', 'dan', 'packing', 'aman', 'beli', 'karena', 'rekomendasi', 'teman', 'semoga', 'cocok', 'juga']","['pengiriman', 'cepat', 'packing', 'aman', 'beli', 'rekomendasi', 'semoga', 'cocok']","['kirim', 'cepat', 'packing', 'aman', 'beli', 'rekomendasi', 'moga', 'cocok']",kirim cepat packing aman beli rekomendasi moga cocok
makasiiii dapat gift,makasiiii dapat gift,terima kasih dapat gift,"['terima', 'kasih', 'dapat', 'gift']","['terima', 'kasih', 'gift']","['terima', 'kasih', 'gift']",terima kasih gift
masa expired di bulan agustus 2024 cepat sekali,masa expired di bulan agustus cepat sekali,masa expired di bulan agustus cepat sekali,"['masa', 'expired', 'di', 'bulan', 'agustus', 'cepat', 'sekali']","['expired', 'agustus', 'cepat']","['expired', 'agustus', 'cepat']",expired agustus cepat
tipe kulitku kombinasi tipe kulitku sensitif masalah kulitku jerawat,tipe kulitku kombinasi tipe kulitku sensitif masalah kulitku jerawat,tipe kulitku kombinasi tipe kulitku sensitif masalah kulitku jerawat,"['tipe', 'kulitku', 'kombinasi', 'tipe', 'kulitku', 'sensitif', 'masalah', 'kulitku', 'jerawat']","['tipe', 'kulitku', 'kombinasi', 'tipe', 'kulitku', 'sensitif', 'kulitku', 'jerawat']","['tipe', 'kulit', 'kombinasi', 'tipe', 'kulit', 'sensitif', 'kulit', 'jerawat']",tipe kulit kombinasi tipe kulit sensitif kulit jerawat
pelembab kasih sensai nyaman di wajah dan buat efek glowing juga,pelembab kasih sensai nyaman di wajah dan buat efek glowing juga,pelembab kasih sensai nyaman di wajah dan buat efek glowing juga,"['pelembab', 'kasih', 'sensai', 'nyaman', 'di', 'wajah', 'dan', 'buat', 'efek', 'glowing', 'juga']","['pelembab', 'kasih', 'sensai', 'nyaman', 'efek', 'glowing']","['pelembab', 'kasih', 'sensai', 'nyaman', 'efek', 'glowing']",pelembab kasih sensai nyaman efek glowing
serumnya bagus di mukaku. engga lengket dan bikin muka makin glowing,serumnya bagus di mukaku engga lengket dan bikin muka makin glowing,serumnya bagus di mukaku enggak lengket dan bikin muka makin glowing,"['serumnya', 'bagus', 'di', 'mukaku', 'enggak', 'lengket', 'dan', 'bikin', 'muka', 'makin', 'glowing']","['serumnya', 'bagus', 'mukaku', 'lengket', 'muka', 'glowing']","['serum', 'bagus', 'muka', 'lengket', 'muka', 'glowing']",serum bagus muka lengket muka glowing
lipstik faforit baru. baru beli pertama kali dan langsung jatuh cinta.,lipstik faforit baru baru beli pertama kali dan langsung jatuh cinta,lipstik favorite baru baru beli pertama kali dan langsung jatuh cinta,"['lipstik', 'favorite', 'baru', 'baru', 'beli', 'pertama', 'kali', 'dan', 'langsung', 'jatuh', 'cinta']","['lipstik', 'favorite', 'beli', 'jatuh', 'cinta']","['lipstik', 'favorite', 'beli', 'jatuh', 'cinta']",lipstik favorite beli jatuh cinta
spatulanya ngebantu banget buat aplikasi pelembab dan cantik banget,spatulanya ngebantu banget buat aplikasi pelembab dan cantik banget,spatulanya membantu banget buat aplikasi pelembab dan cantik banget,"['spatulanya', 'membantu', 'banget', 'buat', 'aplikasi', 'pelembab', 'dan', 'cantik', 'banget']","['spatulanya', 'banget', 'aplikasi', 'pelembab', 'cantik', 'banget']","['spatula', 'banget', 'aplikasi', 'pelembab', 'cantik', 'banget']",spatula banget aplikasi pelembab cantik banget
"sunscreen. enak dipakai, enggak lengket, ringan, cepat kering",sunscreen enak dipakai enggak lengket ringan cepat kering,sunscreen enak dipakai enggak lengket ringan cepat kering,"['sunscreen', 'enak', 'dipakai', 'enggak', 'lengket', 'ringan', 'cepat', 'kering']","['sunscreen', 'dipakai', 'lengket', 'ringan', 'cepat', 'kering']","['sunscreen', 'pakai', 'lengket', 'ringan', 'cepat', 'kering']",sunscreen pakai lengket ringan cepat kering
aaa bagus bgtt warnanyaa tahan lamaa sukakkk🤍🤍🤍,aaa bagus bgtt warnanyaa tahan lamaa sukakkk,aaa bagus banget warnanya tahan lama suka,"['aaa', 'bagus', 'banget', 'warnanya', 'tahan', 'lama', 'suka']","['bagus', 'banget', 'warnanya', 'tahan', 'suka']","['bagus', 'banget', 'warna', 'tahan', 'suka']",bagus banget warna tahan suka
thanks,thanks,thanks,['thanks'],['thanks'],['thanks'],thanks
"cocok pakai produk ini tp pas order malah direfund ,produknya ga sampe ga tau kemana 😭",cocok pakai produk ini tp pas order malah direfund produknya ga sampe ga tau kemana,cocok pakai produk ini tapi pas order malah direfund produknya enggak sampai enggak tau kemana,"['cocok', 'pakai', 'produk', 'ini', 'tapi', 'pas', 'order', 'malah', 'direfund', 'produknya', 'enggak', 'sampai', 'enggak', 'tau', 'kemana']","['cocok', 'pakai', 'produk', 'order', 'direfund', 'produknya', 'kemana']","['cocok', 'pakai', 'produk', 'order', 'direfund', 'produk', 'mana']",cocok pakai produk order direfund produk mana
"aaaaaaaa  bagus warnanya, pertama beli yg grandmaster. mumpung promo",aaaaaaaa bagus warnanya pertama beli yg grandmaster mumpung promo,aaaaaaaa bagus warnanya pertama beli yang grandmaster mumpung promo,"['aaaaaaaa', 'bagus', 'warnanya', 'pertama', 'beli', 'yang', 'grandmaster', 'mumpung', 'promo']","['aaaaaaaa', 'bagus', 'warnanya', 'beli', 'grandmaster', 'mumpung', 'promo']","['aaaaaaaa', 'bagus', 'warna', 'beli', 'grandmaster', 'mumpung', 'promo']",aaaaaaaa bagus warna beli grandmaster mumpung promo
bahannya ringan dan mudah meresap di kuliat aku yang kombinasi cenderung kering ini,bahannya ringan dan mudah meresap di kuliat aku yang kombinasi cenderung kering ini,bahannya ringan dan mudah meresap di kuliat aku yang kombinasi cenderung kering ini,"['bahannya', 'ringan', 'dan', 'mudah', 'meresap', 'di', 'kuliat', 'aku', 'yang', 'kombinasi', 'cenderung', 'kering', 'ini']","['bahannya', 'ringan', 'mudah', 'meresap', 'kuliat', 'kombinasi', 'cenderung', 'kering']","['bahan', 'ringan', 'mudah', 'resap', 'liat', 'kombinasi', 'cenderung', 'kering']",bahan ringan mudah resap liat kombinasi cenderung kering
"serum andalan ku selalu, ga pernah mengecewakan as always",serum andalan ku selalu ga pernah mengecewakan as always,serum andalan ku selalu enggak pernah mengecewakan as always,"['serum', 'andalan', 'ku', 'selalu', 'enggak', 'pernah', 'mengecewakan', 'as', 'always']","['serum', 'andalan', 'ku', 'mengecewakan']","['serum', 'andal', 'ku', 'kecewa']",serum andal ku kecewa
ekspedisi rekomendasi dari tokped sangat lama dan slowresp. status tidak update,ekspedisi rekomendasi dari tokped sangat lama dan slowresp status tidak update,ekspedisi rekomendasi dari tokped sangat lama dan slowresp status tidak update,"['ekspedisi', 'rekomendasi', 'dari', 'tokped', 'sangat', 'lama', 'dan', 'slowresp', 'status', 'tidak', 'update']","['ekspedisi', 'rekomendasi', 'tokped', 'slowresp', 'status']","['ekspedisi', 'rekomendasi', 'tokped', 'slowresp', 'status']",ekspedisi rekomendasi tokped slowresp status
well received thanks,well received thanks,well received thanks,"['well', 'received', 'thanks']","['well', 'received', 'thanks']","['well', 'received', 'thanks']",well received thanks
"aku yakin produknya bagus, tapi tolong selevel official store brand kok cuma begini packingnya? kan bisa aja itu dicongkel boxnya. setidaknya beri plastik / bubble wrap lagi di bagian luarnya mengingat saat ini musim hujan bisa kena rembesan air kalau cuma box aja. semoga bisa jadi masukan ya untuk tim somethinc. terima kasih 🙏",aku yakin produknya bagus tapi tolong selevel official store brand kok cuma begini packingnya kan bisa aja itu dicongkel boxnya setidaknya beri plastik bubble wrap lagi di bagian luarnya mengingat saat ini musim hujan bisa kena rembesan air kalau cuma box aja semoga bisa jadi masukan ya untuk tim somethinc terima kasih,aku yakin produknya bagus tapi tolong selevel official store brand kok cuma begini packingnya kan bisa saja itu dicongkel boxnya setidaknya beri plastik bubble wrap lagi di bagian luarnya mengingat saat ini musim hujan bisa kena rembesan air kalau cuma box saja semoga bisa jadi masukan ya untuk tim somethinc terima kasih,"['aku', 'yakin', 'produknya', 'bagus', 'tapi', 'tolong', 'selevel', 'official', 'store', 'brand', 'kok', 'cuma', 'begini', 'packingnya', 'kan', 'bisa', 'saja', 'itu', 'dicongkel', 'boxnya', 'setidaknya', 'beri', 'plastik', 'bubble', 'wrap', 'lagi', 'di', 'bagian', 'luarnya', 'mengingat', 'saat', 'ini', 'musim', 'hujan', 'bisa', 'kena', 'rembesan', 'air', 'kalau', 'cuma', 'box', 'saja', 'semoga', 'bisa', 'jadi', 'masukan', 'ya', 'untuk', 'tim', 'somethinc', 'terima', 'kasih']","['produknya', 'bagus', 'tolong', 'selevel', 'official', 'store', 'brand', 'packingnya', 'dicongkel', 'boxnya', 'plastik', 'bubble', 'wrap', 'luarnya', 'musim', 'hujan', 'rembesan', 'air', 'box', 'semoga', 'masukan', 'tim', 'somethinc', 'terima', 'kasih']","['produk', 'bagus', 'tolong', 'level', 'official', 'store', 'brand', 'packingnya', 'congkel', 'boxnya', 'plastik', 'bubble', 'wrap', 'luar', 'musim', 'hujan', 'rembes', 'air', 'box', 'moga', 'masuk', 'tim', 'somethinc', 'terima', 'kasih']",produk bagus tolong level official store brand packingnya congkel boxnya plastik bubble wrap luar musim hujan rembes air box moga masuk tim somethinc terima kasih
gampang patah. hemmmmm enakan lipcream jadi aman aman aja,gampang patah enakan lipcream jadi aman aman aja,gampang patah enakan lipcream jadi aman aman saja,"['gampang', 'patah', 'enakan', 'lipcream', 'jadi', 'aman', 'aman', 'saja']","['gampang', 'patah', 'enakan', 'lipcream', 'aman', 'aman']","['gampang', 'patah', 'enak', 'lipcream', 'aman', 'aman']",gampang patah enak lipcream aman aman
"udah langganan somethinc lama, habis checkout bundle buy1 get1 free silk creme,ternyata yg dikirim hanya serum,bonus nggak dikirim dgn alasan karena dilayani tokopedia (pdhl itu otomatis,g bisa pilih). and trus order serum lagi berharap kekurangannya bisa dikirim. kecewa banget kalo nggak bisa dikirim. semoga bisa.",udah langganan somethinc lama habis checkout bundle buy get free silk creme ternyata yg dikirim hanya serum bonus nggak dikirim dgn alasan karena dilayani tokopedia pdhl itu otomatis bisa pilih and trus order serum lagi berharap kekurangannya bisa dikirim kecewa banget kalo nggak bisa dikirim semoga bisa,sudah langganan somethinc lama habis checkout bundle buy get free silk creme ternyata yang dikirim hanya serum bonus enggak dikirim dengan alasan karena dilayani tokopedia padahal itu otomatis bisa pilih and terus order serum lagi berharap kekurangannya bisa dikirim kecewa banget kalo enggak bisa dikirim semoga bisa,"['sudah', 'langganan', 'somethinc', 'lama', 'habis', 'checkout', 'bundle', 'buy', 'get', 'free', 'silk', 'creme', 'ternyata', 'yang', 'dikirim', 'hanya', 'serum', 'bonus', 'enggak', 'dikirim', 'dengan', 'alasan', 'karena', 'dilayani', 'tokopedia', 'padahal', 'itu', 'otomatis', 'bisa', 'pilih', 'and', 'terus', 'order', 'serum', 'lagi', 'berharap', 'kekurangannya', 'bisa', 'dikirim', 'kecewa', 'banget', 'kalo', 'enggak', 'bisa', 'dikirim', 'semoga', 'bisa']","['langganan', 'somethinc', 'habis', 'checkout', 'bundle', 'buy', 'get', 'silk', 'creme', 'dikirim', 'serum', 'bonus', 'dikirim', 'alasan', 'dilayani', 'tokopedia', 'otomatis', 'pilih', 'order', 'serum', 'berharap', 'kekurangannya', 'dikirim', 'kecewa', 'banget', 'dikirim', 'semoga']","['langgan', 'somethinc', 'habis', 'checkout', 'bundle', 'buy', 'get', 'silk', 'creme', 'kirim', 'serum', 'bonus', 'kirim', 'alas', 'layan', 'tokopedia', 'otomatis', 'pilih', 'order', 'serum', 'harap', 'kurang', 'kirim', 'kecewa', 'banget', 'kirim', 'moga']",langgan somethinc habis checkout bundle buy get silk creme kirim serum bonus kirim alas layan tokopedia otomatis pilih order serum harap kurang kirim kecewa banget kirim moga
"pertama kali nyoba tinted sunscreen, mudah2an cocok dan gak oksidasi sesuai klaimnya. packing aman kardus ditambah bubble wrap tebel. mantappp",pertama kali nyoba tinted sunscreen mudahan cocok dan gak oksidasi sesuai klaimnya packing aman kardus ditambah bubble wrap tebel mantappp,pertama kali mencoba tinted sunscreen mudahan cocok dan enggak oksidasi sesuai klaimnya packing aman kardus ditambah bubble wrap tebal mantap,"['pertama', 'kali', 'mencoba', 'tinted', 'sunscreen', 'mudahan', 'cocok', 'dan', 'enggak', 'oksidasi', 'sesuai', 'klaimnya', 'packing', 'aman', 'kardus', 'ditambah', 'bubble', 'wrap', 'tebal', 'mantap']","['mencoba', 'tinted', 'sunscreen', 'mudahan', 'cocok', 'oksidasi', 'klaimnya', 'packing', 'aman', 'kardus', 'ditambah', 'bubble', 'wrap', 'tebal', 'mantap']","['coba', 'tinted', 'sunscreen', 'mudah', 'cocok', 'oksidasi', 'klaim', 'packing', 'aman', 'kardus', 'tambah', 'bubble', 'wrap', 'tebal', 'mantap']",coba tinted sunscreen mudah cocok oksidasi klaim packing aman kardus tambah bubble wrap tebal mantap
"sesuai pesanan, packing ok, smoga cocok.. tks to seller n tokped..!",sesuai pesanan packing ok smoga cocok tks to seller tokped,sesuai pesanan packing ok semoga cocok thanks tapi seller tokped,"['sesuai', 'pesanan', 'packing', 'ok', 'semoga', 'cocok', 'thanks', 'tapi', 'seller', 'tokped']","['pesanan', 'packing', 'semoga', 'cocok', 'thanks', 'seller', 'tokped']","['pesan', 'packing', 'moga', 'cocok', 'thanks', 'seller', 'tokped']",pesan packing moga cocok thanks seller tokped
"aman, sesuai pesanan",aman sesuai pesanan,aman sesuai pesanan,"['aman', 'sesuai', 'pesanan']","['aman', 'pesanan']","['aman', 'pesan']",aman pesan
cepet bgt sampainyaaa the bestt thank you,cepet bgt sampainyaaa the bestt thank you,cepat banget sampai the terbaik thank you,"['cepat', 'banget', 'sampai', 'the', 'terbaik', 'thank', 'you']","['cepat', 'banget', 'terbaik', 'thank']","['cepat', 'banget', 'baik', 'thank']",cepat banget baik thank
"oekk dpt gratisan eyelash curler bzier sedikit tifak menyangka, lofyuu somethinc 😘😘👉👈",oekk dpt gratisan eyelash curler bzier sedikit tifak menyangka lofyuu somethinc,oekk dapat gratisan eyelash curler bzier sedikit tifak menyangka lofyuu somethinc,"['oekk', 'dapat', 'gratisan', 'eyelash', 'curler', 'bzier', 'sedikit', 'tifak', 'menyangka', 'lofyuu', 'somethinc']","['oekk', 'gratisan', 'eyelash', 'curler', 'bzier', 'tifak', 'menyangka', 'lofyuu', 'somethinc']","['oekk', 'gratis', 'eyelash', 'curler', 'bzier', 'tifak', 'sangka', 'lofyuu', 'somethinc']",oekk gratis eyelash curler bzier tifak sangka lofyuu somethinc
"pertama kali nyobain. dgn warna kulit saya yg cenderung agak gelap awalnya saya pikir bakal jomplang pas dipake, tp ternyata blend bgt ma kulit warnanya. jd agak lbh cerah tp bukan jd tone up jg. teksturnya ky foundy cair, cpt nyerap. awalnya ky mate pas udah kering tp lama2 jd glow up 👍🏼",pertama kali nyobain dgn warna kulit saya yg cenderung agak gelap awalnya saya pikir bakal jomplang pas dipake tp ternyata blend bgt ma kulit warnanya jd agak lbh cerah tp bukan jd tone up jg teksturnya ky foundy cair cpt nyerap awalnya ky mate pas udah kering tp lama jd glow up,pertama kali mencoba dengan warna kulit saya yang cenderung agak gelap awalnya saya pikir bakal jomplang pas dipakai tapi ternyata blend banget sama kulit warnanya jadi agak lebih cerah tapi bukan jadi tone up juga teksturnya kaya foundy cair cepat nyerap awalnya kaya mate pas sudah kering tapi lama jadi glow up,"['pertama', 'kali', 'mencoba', 'dengan', 'warna', 'kulit', 'saya', 'yang', 'cenderung', 'agak', 'gelap', 'awalnya', 'saya', 'pikir', 'bakal', 'jomplang', 'pas', 'dipakai', 'tapi', 'ternyata', 'blend', 'banget', 'sama', 'kulit', 'warnanya', 'jadi', 'agak', 'lebih', 'cerah', 'tapi', 'bukan', 'jadi', 'tone', 'up', 'juga', 'teksturnya', 'kaya', 'foundy', 'cair', 'cepat', 'nyerap', 'awalnya', 'kaya', 'mate', 'pas', 'sudah', 'kering', 'tapi', 'lama', 'jadi', 'glow', 'up']","['mencoba', 'warna', 'kulit', 'cenderung', 'gelap', 'pikir', 'jomplang', 'dipakai', 'blend', 'banget', 'kulit', 'warnanya', 'cerah', 'tone', 'up', 'teksturnya', 'kaya', 'foundy', 'cair', 'cepat', 'nyerap', 'kaya', 'mate', 'kering', 'glow', 'up']","['coba', 'warna', 'kulit', 'cenderung', 'gelap', 'pikir', 'jomplang', 'pakai', 'blend', 'banget', 'kulit', 'warna', 'cerah', 'tone', 'up', 'tekstur', 'kaya', 'foundy', 'cair', 'cepat', 'nyerap', 'kaya', 'mate', 'kering', 'glow', 'up']",coba warna kulit cenderung gelap pikir jomplang pakai blend banget kulit warna cerah tone up tekstur kaya foundy cair cepat nyerap kaya mate kering glow up
kynya udah botol ke 5 apa 6 gt. secocok itu dikulit saya yg normal cenderung kering. enaknya krn ga ada white cast ato tone up. jd ga berasa cemong dikulit saya yg putih.,kynya udah botol ke apa gt secocok itu dikulit saya yg normal cenderung kering enaknya krn ga ada white cast ato tone up jd ga berasa cemong dikulit saya yg putih,sepertinya sudah botol ke apa begitu secocok itu dikulit saya yang normal cenderung kering enaknya karena enggak ada white cast atau tone up jadi enggak berasa cemong dikulit saya yang putih,"['sepertinya', 'sudah', 'botol', 'ke', 'apa', 'begitu', 'secocok', 'itu', 'dikulit', 'saya', 'yang', 'normal', 'cenderung', 'kering', 'enaknya', 'karena', 'enggak', 'ada', 'white', 'cast', 'atau', 'tone', 'up', 'jadi', 'enggak', 'berasa', 'cemong', 'dikulit', 'saya', 'yang', 'putih']","['botol', 'secocok', 'dikulit', 'normal', 'cenderung', 'kering', 'enaknya', 'white', 'cast', 'tone', 'up', 'berasa', 'cemong', 'dikulit', 'putih']","['botol', 'cocok', 'kulit', 'normal', 'cenderung', 'kering', 'enak', 'white', 'cast', 'tone', 'up', 'asa', 'cemong', 'kulit', 'putih']",botol cocok kulit normal cenderung kering enak white cast tone up asa cemong kulit putih
"botol kedua 👍🏼. enak dikulit, gampang menyerap. ga ada masalah ke kulitnya. mantap",botol kedua enak dikulit gampang menyerap ga ada masalah ke kulitnya mantap,botol kedua enak dikulit gampang menyerap enggak ada masalah ke kulitnya mantap,"['botol', 'kedua', 'enak', 'dikulit', 'gampang', 'menyerap', 'enggak', 'ada', 'masalah', 'ke', 'kulitnya', 'mantap']","['botol', 'dikulit', 'gampang', 'menyerap', 'kulitnya', 'mantap']","['botol', 'kulit', 'gampang', 'serap', 'kulit', 'mantap']",botol kulit gampang serap kulit mantap
udah pake produk skincare yang lain tp micellarnya baru mau nyobain. semoga cocok.,udah pake produk skincare yang lain tp micellarnya baru mau nyobain semoga cocok,sudah pakai produk skincare yang lain tapi micellarnya baru mau mencoba semoga cocok,"['sudah', 'pakai', 'produk', 'skincare', 'yang', 'lain', 'tapi', 'micellarnya', 'baru', 'mau', 'mencoba', 'semoga', 'cocok']","['pakai', 'produk', 'skincare', 'micellarnya', 'mencoba', 'semoga', 'cocok']","['pakai', 'produk', 'skincare', 'micellarnya', 'coba', 'moga', 'cocok']",pakai produk skincare micellarnya coba moga cocok
udah ke sekian kali beli cleanser ini. seenak itu 👍🏻,udah ke sekian kali beli cleanser ini seenak itu,sudah ke sekian kali beli cleanser ini seenak itu,"['sudah', 'ke', 'sekian', 'kali', 'beli', 'cleanser', 'ini', 'seenak', 'itu']","['sekian', 'beli', 'cleanser', 'seenak']","['sekian', 'beli', 'cleanser', 'enak']",sekian beli cleanser enak
baru mau coba 2 serum ini. semoga cocok..,baru mau coba serum ini semoga cocok,baru mau coba serum ini semoga cocok,"['baru', 'mau', 'coba', 'serum', 'ini', 'semoga', 'cocok']","['coba', 'serum', 'semoga', 'cocok']","['coba', 'serum', 'moga', 'cocok']",coba serum moga cocok
barang sampai dgn selamat,barang sampai dgn selamat,barang sampai dengan selamat,"['barang', 'sampai', 'dengan', 'selamat']",['selamat'],['selamat'],selamat
belum dicoba tapi semoga cocok... thanks gift nya...,belum dicoba tapi semoga cocok thanks gift nya,belum dicoba tapi semoga cocok thanks gift nya,"['belum', 'dicoba', 'tapi', 'semoga', 'cocok', 'thanks', 'gift', 'nya']","['dicoba', 'semoga', 'cocok', 'thanks', 'gift']","['coba', 'moga', 'cocok', 'thanks', 'gift']",coba moga cocok thanks gift
"tipe kulitku berminyak masalah kulitku jerawat
bagi yg sdg jerawatan bermerah, ini moisturizer cocok bgtttt karena bikin nenangin kulit. pokknya enak polll",tipe kulitku berminyak masalah kulitku jerawat bagi yg sdg jerawatan bermerah ini moisturizer cocok bgtttt karena bikin nenangin kulit pokknya enak polll,tipe kulitku berminyak masalah kulitku jerawat bagi yang sedang jerawatan bermerah ini moisturizer cocok banget karena bikin nenangin kulit pokoknya enak pol,"['tipe', 'kulitku', 'berminyak', 'masalah', 'kulitku', 'jerawat', 'bagi', 'yang', 'sedang', 'jerawatan', 'bermerah', 'ini', 'moisturizer', 'cocok', 'banget', 'karena', 'bikin', 'nenangin', 'kulit', 'pokoknya', 'enak', 'pol']","['tipe', 'kulitku', 'berminyak', 'kulitku', 'jerawat', 'jerawatan', 'bermerah', 'moisturizer', 'cocok', 'banget', 'nenangin', 'kulit', 'pokoknya']","['tipe', 'kulit', 'minyak', 'kulit', 'jerawat', 'jerawat', 'merah', 'moisturizer', 'cocok', 'banget', 'nenangin', 'kulit', 'pokok']",tipe kulit minyak kulit jerawat jerawat merah moisturizer cocok banget nenangin kulit pokok
"sesuai pesanan packaging bagus banget

terima kasih ya",sesuai pesanan packaging bagus banget terima kasih ya,sesuai pesanan packaging bagus banget terima kasih ya,"['sesuai', 'pesanan', 'packaging', 'bagus', 'banget', 'terima', 'kasih', 'ya']","['pesanan', 'packaging', 'bagus', 'banget', 'terima', 'kasih']","['pesan', 'packaging', 'bagus', 'banget', 'terima', 'kasih']",pesan packaging bagus banget terima kasih
tipe kulitku kering tipe kulitku berminyak masalah kulitku pori besar masalah kulitku kerutan tipe kulitku normal tipe kulitku sensitif tipe kulitku kombinasi masalah kulitku jerawat,tipe kulitku kering tipe kulitku berminyak masalah kulitku pori besar masalah kulitku kerutan tipe kulitku normal tipe kulitku sensitif tipe kulitku kombinasi masalah kulitku jerawat,tipe kulitku kering tipe kulitku berminyak masalah kulitku pori besar masalah kulitku kerutan tipe kulitku normal tipe kulitku sensitif tipe kulitku kombinasi masalah kulitku jerawat,"['tipe', 'kulitku', 'kering', 'tipe', 'kulitku', 'berminyak', 'masalah', 'kulitku', 'pori', 'besar', 'masalah', 'kulitku', 'kerutan', 'tipe', 'kulitku', 'normal', 'tipe', 'kulitku', 'sensitif', 'tipe', 'kulitku', 'kombinasi', 'masalah', 'kulitku', 'jerawat']","['tipe', 'kulitku', 'kering', 'tipe', 'kulitku', 'berminyak', 'kulitku', 'pori', 'kulitku', 'kerutan', 'tipe', 'kulitku', 'normal', 'tipe', 'kulitku', 'sensitif', 'tipe', 'kulitku', 'kombinasi', 'kulitku', 'jerawat']","['tipe', 'kulit', 'kering', 'tipe', 'kulit', 'minyak', 'kulit', 'pori', 'kulit', 'kerut', 'tipe', 'kulit', 'normal', 'tipe', 'kulit', 'sensitif', 'tipe', 'kulit', 'kombinasi', 'kulit', 'jerawat']",tipe kulit kering tipe kulit minyak kulit pori kulit kerut tipe kulit normal tipe kulit sensitif tipe kulit kombinasi kulit jerawat
thank you ya somethinc packing terniat banget. asli nambah percaya sama somethinc setelah di review drl,thank you ya somethinc packing terniat banget asli nambah percaya sama somethinc setelah di review drl,thank you ya somethinc packing terniat banget asli menambah percaya sama somethinc setelah di review drl,"['thank', 'you', 'ya', 'somethinc', 'packing', 'terniat', 'banget', 'asli', 'menambah', 'percaya', 'sama', 'somethinc', 'setelah', 'di', 'review', 'drl']","['thank', 'somethinc', 'packing', 'terniat', 'banget', 'asli', 'menambah', 'percaya', 'somethinc', 'review', 'drl']","['thank', 'somethinc', 'packing', 'niat', 'banget', 'asli', 'tambah', 'percaya', 'somethinc', 'review', 'drl']",thank somethinc packing niat banget asli tambah percaya somethinc review drl
"sellernya ramah,fast respon,packagingnya rapi,bedaknya halus,lip mattenya oke",sellernya ramah fast respon packagingnya rapi bedaknya halus lip mattenya oke,sellernya ramah fast respon packagingnya rapi bedaknya halus lip mattenya oke,"['sellernya', 'ramah', 'fast', 'respon', 'packagingnya', 'rapi', 'bedaknya', 'halus', 'lip', 'mattenya', 'oke']","['sellernya', 'ramah', 'fast', 'respon', 'packagingnya', 'rapi', 'bedaknya', 'halus', 'lip', 'mattenya', 'oke']","['sellernya', 'ramah', 'fast', 'respon', 'packagingnya', 'rapi', 'bedak', 'halus', 'lip', 'mattenya', 'oke']",sellernya ramah fast respon packagingnya rapi bedak halus lip mattenya oke
"baru pertama kali nyoba, semoga cocok di kulitku",baru pertama kali nyoba semoga cocok di kulitku,baru pertama kali mencoba semoga cocok di kulitku,"['baru', 'pertama', 'kali', 'mencoba', 'semoga', 'cocok', 'di', 'kulitku']","['mencoba', 'semoga', 'cocok', 'kulitku']","['coba', 'moga', 'cocok', 'kulit']",coba moga cocok kulit
"thankyou somethinccc, calm down nya sudah sampai dan ternyata bagus di kulit akuuu. dapat gratisan penjepit bulu mata pulaa",thankyou somethinccc calm down nya sudah sampai dan ternyata bagus di kulit akuuu dapat gratisan penjepit bulu mata pulaa,thankyou somethinccc calm down nya sudah sampai dan ternyata bagus di kulit aku dapat gratisan penjepit bulu mata pula,"['thankyou', 'somethinccc', 'calm', 'down', 'nya', 'sudah', 'sampai', 'dan', 'ternyata', 'bagus', 'di', 'kulit', 'aku', 'dapat', 'gratisan', 'penjepit', 'bulu', 'mata', 'pula']","['thankyou', 'somethinccc', 'calm', 'down', 'bagus', 'kulit', 'gratisan', 'penjepit', 'bulu']","['thankyou', 'somethinccc', 'calm', 'down', 'bagus', 'kulit', 'gratis', 'jepit', 'bulu']",thankyou somethinccc calm down bagus kulit gratis jepit bulu
kualitas the best! packingan sempurna!  tipe kulitku berminyak,kualitas the best packingan sempurna tipe kulitku berminyak,kualitas the best packingan sempurna tipe kulitku berminyak,"['kualitas', 'the', 'best', 'packingan', 'sempurna', 'tipe', 'kulitku', 'berminyak']","['kualitas', 'best', 'packingan', 'sempurna', 'tipe', 'kulitku', 'berminyak']","['kualitas', 'best', 'packingan', 'sempurna', 'tipe', 'kulit', 'minyak']",kualitas best packingan sempurna tipe kulit minyak
kualitas the best! packingan sempurna!,kualitas the best packingan sempurna,kualitas the best packingan sempurna,"['kualitas', 'the', 'best', 'packingan', 'sempurna']","['kualitas', 'best', 'packingan', 'sempurna']","['kualitas', 'best', 'packingan', 'sempurna']",kualitas best packingan sempurna
suka detailnyaaaa,suka detailnyaaaa,suka detailnya,"['suka', 'detailnya']","['suka', 'detailnya']","['suka', 'detail']",suka detail
tipe kulitku kering masalah kulitku kerutan masalah kulitku pori besar,tipe kulitku kering masalah kulitku kerutan masalah kulitku pori besar,tipe kulitku kering masalah kulitku kerutan masalah kulitku pori besar,"['tipe', 'kulitku', 'kering', 'masalah', 'kulitku', 'kerutan', 'masalah', 'kulitku', 'pori', 'besar']","['tipe', 'kulitku', 'kering', 'kulitku', 'kerutan', 'kulitku', 'pori']","['tipe', 'kulit', 'kering', 'kulit', 'kerut', 'kulit', 'pori']",tipe kulit kering kulit kerut kulit pori
langgganannnn,langgganannnn,langganan,['langganan'],['langganan'],['langgan'],langgan
